opportunity_competitor_id,opportunity_id,competitor_id,is_primary_competitor,perceived_strength,price_positioning,capture_notes
1565,1073,6,false,low,lower,
1566,1074,4,true,medium,lower,Competitive overlap in control tower workflows
1567,1075,5,true,medium,lower,
1568,1076,1,true,low,similar,
1569,1076,6,false,medium,higher,
1570,1077,3,true,medium,higher,
1571,1078,3,true,high,lower,
1572,1078,1,false,medium,similar,
1573,1079,5,true,medium,similar,
1574,1079,1,false,medium,similar,
1575,1079,4,false,medium,unknown,
1576,1080,1,true,medium,higher,
1577,1081,1,true,medium,lower,Competitive overlap in control tower workflows
1578,1081,6,false,low,unknown,
1579,1084,1,true,medium,similar,
1580,1086,6,true,medium,similar,
1581,1087,4,true,medium,similar,
1582,1087,2,false,medium,lower,
1583,1088,6,true,high,similar,
1584,1089,2,true,medium,similar,
1585,1090,3,true,high,unknown,
1586,1091,2,true,medium,higher,
1587,1091,3,false,medium,similar,
1588,1091,1,false,low,unknown,
1589,1092,1,true,medium,lower,
1590,1092,5,false,medium,similar,
1591,1093,6,true,high,higher,
1592,1094,4,true,medium,lower,
1593,1095,3,true,high,similar,
1594,1095,6,false,high,similar,
1595,1096,2,true,medium,lower,
1596,1097,5,true,medium,similar,
1597,1098,5,true,high,similar,Competitive overlap in control tower workflows
1598,1098,4,false,medium,lower,
1599,1098,3,false,medium,similar,
1600,1099,6,true,high,similar,Competitive overlap in control tower workflows
1601,1099,1,false,low,similar,
1602,1099,4,false,high,lower,
1603,1102,1,true,medium,higher,
1604,1103,2,true,medium,higher,
1605,1104,3,true,medium,unknown,
1606,1105,1,true,high,lower,Competitive overlap in control tower workflows
1607,1106,5,true,medium,similar,
1608,1106,3,false,high,higher,
1609,1107,1,true,high,similar,Competitive overlap in control tower workflows
1610,1108,5,true,high,lower,
1611,1108,3,false,medium,higher,
1612,1109,2,true,medium,higher,
1613,1109,5,false,high,higher,
1614,1109,4,false,low,lower,Competitive overlap in control tower workflows
1615,1110,1,true,high,lower,
1616,1111,1,true,medium,lower,
1617,1112,6,true,medium,similar,
1618,1112,1,false,medium,similar,
1619,1113,2,true,high,lower,
1620,1113,5,false,high,similar,
1621,1114,1,true,high,higher,
1622,1115,1,true,low,similar,
1623,1115,3,false,medium,lower,
1624,1115,5,false,medium,similar,Competitive overlap in control tower workflows
1625,1116,1,true,high,lower,
1626,1116,5,false,medium,lower,
1627,1117,1,true,high,unknown,
1628,1117,3,false,high,lower,Competitive overlap in control tower workflows
1629,1118,4,true,medium,unknown,Competitive overlap in control tower workflows
1630,1118,6,false,high,lower,
1631,1118,2,false,medium,lower,
1632,1119,1,true,low,higher,Competitive overlap in control tower workflows
1633,1119,5,false,high,lower,Competitive overlap in control tower workflows
1634,1119,3,false,high,unknown,
1635,1120,1,true,medium,lower,
1636,1121,2,true,low,lower,
1637,1121,1,false,high,similar,
1638,1121,3,false,high,lower,Competitive overlap in control tower workflows
1639,1122,3,true,medium,similar,
1640,1123,3,true,medium,unknown,
1641,1123,2,false,high,similar,
1642,1124,4,true,high,lower,
1643,1124,2,false,low,similar,
1644,1124,1,false,high,lower,
1645,1125,5,true,medium,lower,
1646,1126,2,true,medium,unknown,
1647,1126,1,false,medium,unknown,
1648,1126,4,false,low,lower,
1649,1127,3,true,low,lower,
1650,1128,2,true,medium,similar,Competitive overlap in control tower workflows
1651,1128,3,false,medium,similar,
1652,1129,1,true,medium,higher,
1653,1130,1,true,high,higher,
1654,1130,3,false,medium,similar,
1655,1130,6,false,high,higher,
1656,1131,1,true,medium,similar,
1657,1131,2,false,high,higher,
1658,1132,6,true,medium,higher,
1659,1133,3,true,high,similar,
1660,1134,1,true,medium,lower,Competitive overlap in control tower workflows
1661,1135,5,true,high,similar,
1662,1136,4,true,medium,lower,Competitive overlap in control tower workflows
1663,1138,1,true,medium,lower,
1664,1139,2,true,high,lower,
1665,1139,1,false,medium,similar,Competitive overlap in control tower workflows
1666,1140,6,true,high,lower,
1667,1140,5,false,medium,similar,
1668,1141,3,true,medium,similar,
1669,1142,3,true,low,lower,Competitive overlap in control tower workflows
1670,1142,4,false,low,similar,Competitive overlap in control tower workflows
1671,1143,4,true,high,similar,Competitive overlap in control tower workflows
1672,1144,6,true,medium,lower,
1673,1144,2,false,medium,similar,
1674,1145,2,true,medium,lower,
1675,1145,1,false,medium,lower,
1676,1147,1,true,high,lower,
1677,1148,2,true,medium,higher,Competitive overlap in control tower workflows
1678,1148,4,false,high,lower,
1679,1149,3,true,high,similar,
1680,1149,6,false,medium,similar,Competitive overlap in control tower workflows
1681,1150,3,true,high,lower,
1682,1150,2,false,high,lower,
1683,1151,2,true,medium,similar,
1684,1153,6,true,medium,similar,
1685,1153,3,false,high,higher,Competitive overlap in control tower workflows
1686,1154,3,true,high,similar,
1687,1154,1,false,medium,higher,
1688,1155,1,true,low,similar,
1689,1156,6,true,medium,higher,
1690,1157,5,true,medium,similar,
1691,1157,4,false,low,higher,
1692,1158,6,true,high,similar,
1693,1158,5,false,high,lower,
1694,1159,1,true,low,lower,
1695,1160,2,true,low,similar,
1696,1160,4,false,low,similar,
1697,1161,1,true,medium,higher,
1698,1161,5,false,low,similar,
1699,1163,3,true,medium,similar,
1700,1163,1,false,low,similar,Competitive overlap in control tower workflows
1701,1164,6,true,medium,similar,
1702,1165,6,true,medium,lower,
1703,1165,1,false,low,lower,
1704,1166,6,true,high,higher,Competitive overlap in control tower workflows
1705,1166,5,false,medium,lower,
1706,1167,2,true,low,lower,
1707,1167,3,false,medium,similar,
1708,1168,5,true,medium,lower,
1709,1169,4,true,high,unknown,
1710,1169,3,false,medium,lower,
1711,1170,3,true,high,similar,
1712,1171,2,true,medium,lower,
1713,1171,3,false,medium,lower,Competitive overlap in control tower workflows
1714,1172,6,true,medium,higher,Competitive overlap in control tower workflows
1715,1173,4,true,medium,lower,
1716,1173,3,false,medium,similar,
1717,1173,1,false,high,lower,
1718,1174,4,true,high,similar,
1719,1174,1,false,high,lower,
1720,1175,4,true,high,unknown,
1721,1175,3,false,high,unknown,
1722,1175,6,false,medium,higher,
1723,1176,5,true,medium,similar,
1724,1177,5,true,high,similar,
1725,1177,1,false,high,similar,
1726,1178,3,true,low,similar,
1727,1179,3,true,low,similar,
1728,1179,2,false,medium,lower,
1729,1180,4,true,high,similar,
1730,1180,5,false,medium,lower,
1731,1181,3,true,high,higher,
1732,1182,4,true,medium,lower,
1733,1183,3,true,high,higher,
1734,1183,5,false,high,similar,
1735,1184,1,true,high,similar,Competitive overlap in control tower workflows
1736,1187,6,true,high,lower,Competitive overlap in control tower workflows
1737,1187,4,false,medium,unknown,
1738,1188,2,true,low,similar,
1739,1189,4,true,medium,similar,Competitive overlap in control tower workflows
1740,1190,1,true,medium,lower,
1741,1190,2,false,medium,similar,
1742,1191,1,true,medium,lower,
1743,1191,2,false,high,similar,
1744,1192,4,true,medium,unknown,Competitive overlap in control tower workflows
1745,1193,1,true,medium,higher,
1746,1194,2,true,medium,similar,
1747,1194,3,false,medium,lower,
1748,1195,4,true,high,unknown,
1749,1195,6,false,medium,similar,
1750,1196,6,true,medium,higher,
1751,1196,1,false,medium,lower,
1752,1197,3,true,high,lower,
1753,1197,6,false,high,unknown,
1754,1198,4,true,high,similar,Competitive overlap in control tower workflows
1755,1198,5,false,low,higher,
1756,1199,6,true,medium,lower,Competitive overlap in control tower workflows
1757,1199,4,false,medium,higher,Competitive overlap in control tower workflows
1758,1200,3,true,medium,similar,
1759,1201,3,true,high,higher,
1760,1202,6,true,low,lower,
1761,1203,3,true,high,similar,
1762,1205,6,true,low,similar,
1763,1205,1,false,medium,higher,
1764,1206,2,true,medium,higher,
1765,1206,4,false,medium,similar,Competitive overlap in control tower workflows
1766,1206,1,false,medium,lower,
1767,1208,2,true,medium,similar,Competitive overlap in control tower workflows
1768,1209,6,true,high,similar,
1769,1209,5,false,high,lower,
1770,1211,3,true,medium,lower,Competitive overlap in control tower workflows
1771,1211,5,false,medium,similar,
1772,1212,1,true,medium,unknown,
1773,1213,4,true,high,lower,
1774,1213,1,false,low,similar,Competitive overlap in control tower workflows
1775,1214,3,true,medium,higher,Competitive overlap in control tower workflows
1776,1218,2,true,high,similar,
1777,1218,5,false,low,similar,
1778,1219,2,true,high,similar,
1779,1220,3,true,high,similar,
1780,1221,1,true,medium,similar,
1781,1221,4,false,medium,similar,
1782,1222,6,true,medium,lower,
1783,1222,2,false,medium,lower,
1784,1223,1,true,high,unknown,
1785,1224,3,true,medium,lower,
1786,1225,6,true,medium,higher,Competitive overlap in control tower workflows
1787,1226,4,true,medium,lower,
1788,1226,6,false,medium,unknown,
1789,1228,5,true,high,similar,
1790,1228,2,false,high,similar,
1791,1229,1,true,high,lower,Competitive overlap in control tower workflows
1792,1230,4,true,high,similar,
1793,1230,3,false,medium,higher,Competitive overlap in control tower workflows
1794,1230,2,false,high,lower,
1795,1231,6,true,low,higher,Competitive overlap in control tower workflows
1796,1231,3,false,high,similar,
1797,1232,1,true,high,similar,Competitive overlap in control tower workflows
1798,1233,1,true,high,lower,Competitive overlap in control tower workflows
1799,1234,1,true,high,similar,
1800,1236,4,true,high,higher,
1801,1236,5,false,medium,similar,
1802,1237,3,true,medium,similar,Competitive overlap in control tower workflows
1803,1237,4,false,medium,unknown,
1804,1238,1,true,medium,lower,
1805,1239,3,true,medium,lower,
1806,1239,6,false,high,similar,
1807,1239,5,false,low,lower,
1808,1240,5,true,high,unknown,Competitive overlap in control tower workflows
1809,1242,5,true,low,unknown,Competitive overlap in control tower workflows
1810,1244,5,true,medium,similar,
1811,1245,4,true,high,unknown,
1812,1245,2,false,medium,similar,
1813,1245,5,false,medium,similar,
1814,1246,5,true,medium,similar,
1815,1247,3,true,high,higher,Competitive overlap in control tower workflows
1816,1247,6,false,low,higher,
1817,1248,2,true,medium,lower,
1818,1248,5,false,high,similar,
1819,1249,5,true,medium,lower,
1820,1249,4,false,low,higher,
1821,1250,2,true,low,similar,
1822,1251,1,true,high,lower,
1823,1252,2,true,high,lower,
1824,1252,6,false,medium,similar,
1825,1253,3,true,high,similar,
1826,1254,1,true,medium,higher,
1827,1255,1,true,medium,lower,
1828,1255,2,false,medium,higher,
1829,1255,6,false,medium,higher,
1830,1256,1,true,medium,similar,Competitive overlap in control tower workflows
1831,1257,2,true,high,similar,Competitive overlap in control tower workflows
1832,1257,3,false,medium,similar,Competitive overlap in control tower workflows
1833,1257,5,false,high,lower,
1834,1258,1,true,high,lower,
1835,1259,6,true,medium,unknown,Competitive overlap in control tower workflows
1836,1259,2,false,medium,higher,
1837,1259,5,false,high,lower,
1838,1260,5,true,high,higher,
1839,1261,3,true,low,similar,
1840,1261,5,false,medium,similar,
1841,1263,5,true,high,lower,Competitive overlap in control tower workflows
1842,1263,1,false,medium,lower,
1843,1264,1,true,high,similar,
1844,1264,5,false,low,lower,
1845,1264,4,false,low,similar,
1846,1265,5,true,medium,lower,Competitive overlap in control tower workflows
1847,1265,6,false,high,lower,Competitive overlap in control tower workflows
1848,1265,3,false,medium,lower,Competitive overlap in control tower workflows
1849,1267,3,true,high,similar,
1850,1267,2,false,high,higher,
1851,1268,6,true,medium,similar,
1852,1269,5,true,medium,lower,Competitive overlap in control tower workflows
1853,1269,3,false,medium,similar,
1854,1270,5,true,high,lower,
1855,1271,2,true,high,higher,
1856,1272,4,true,high,higher,
1857,1273,2,true,medium,similar,
1858,1273,1,false,high,lower,
1859,1273,5,false,medium,higher,
1860,1274,5,true,low,lower,
1861,1274,6,false,medium,similar,
1862,1274,2,false,high,similar,
1863,1275,2,true,high,similar,Competitive overlap in control tower workflows
1864,1276,6,true,medium,similar,
1865,1276,1,false,high,similar,
1866,1277,1,true,medium,lower,
1867,1277,6,false,high,lower,
1868,1278,1,true,low,similar,Competitive overlap in control tower workflows
1869,1278,4,false,high,similar,
1870,1279,2,true,high,lower,
1871,1279,1,false,medium,lower,
1872,1280,5,true,high,lower,
1873,1280,3,false,high,similar,
1874,1281,4,true,medium,unknown,
1875,1281,3,false,low,lower,
1876,1282,5,true,high,higher,
1877,1282,4,false,low,similar,
1878,1283,6,true,medium,lower,
1879,1283,1,false,medium,lower,
1880,1284,5,true,medium,similar,
1881,1284,2,false,medium,lower,Competitive overlap in control tower workflows
1882,1284,4,false,medium,lower,
1883,1285,4,true,high,unknown,
1884,1285,5,false,medium,similar,
1885,1286,6,true,low,similar,
1886,1286,3,false,medium,similar,
1887,1287,5,true,high,higher,
1888,1288,2,true,high,higher,
1889,1289,6,true,medium,similar,
1890,1289,4,false,medium,similar,Competitive overlap in control tower workflows
1891,1290,3,true,medium,higher,
1892,1291,4,true,low,similar,
1893,1291,5,false,medium,lower,
1894,1292,5,true,low,lower,Competitive overlap in control tower workflows
1895,1293,1,true,medium,similar,
1896,1293,4,false,low,lower,
1897,1294,4,true,medium,higher,Competitive overlap in control tower workflows
1898,1295,4,true,high,similar,
1899,1296,3,true,high,higher,
1900,1297,3,true,low,similar,
1901,1297,6,false,high,higher,Competitive overlap in control tower workflows
1902,1297,2,false,medium,similar,Competitive overlap in control tower workflows
1903,1298,4,true,medium,higher,
1904,1299,3,true,high,similar,
1905,1300,3,true,high,lower,
1906,1300,2,false,low,similar,
1907,1300,1,false,medium,unknown,
1908,1301,4,true,low,higher,
1909,1302,4,true,low,lower,
1910,1303,6,true,medium,lower,Competitive overlap in control tower workflows
1911,1304,1,true,medium,higher,Competitive overlap in control tower workflows
1912,1304,3,false,high,similar,
1913,1307,2,true,low,higher,
1914,1307,1,false,medium,similar,
1915,1307,4,false,low,similar,
1916,1308,1,true,low,lower,
1917,1309,2,true,high,lower,
1918,1309,3,false,high,higher,
1919,1309,4,false,medium,similar,
1920,1310,3,true,medium,similar,
1921,1311,4,true,medium,similar,
1922,1314,1,true,medium,lower,Competitive overlap in control tower workflows
1923,1314,5,false,high,similar,
1924,1315,2,true,high,higher,
1925,1316,4,true,medium,similar,
1926,1316,6,false,high,lower,Competitive overlap in control tower workflows
1927,1317,1,true,high,lower,
1928,1318,5,true,medium,similar,Competitive overlap in control tower workflows
1929,1318,6,false,high,similar,
1930,1321,2,true,medium,similar,Competitive overlap in control tower workflows
1931,1321,6,false,high,lower,
1932,1323,4,true,medium,similar,
1933,1323,2,false,low,similar,Competitive overlap in control tower workflows
1934,1324,2,true,medium,lower,
1935,1324,6,false,medium,higher,
1936,1325,5,true,high,similar,
1937,1325,2,false,medium,higher,
1938,1326,1,true,medium,similar,
1939,1327,3,true,high,lower,
1940,1328,4,true,medium,similar,
1941,1330,6,true,medium,similar,
1942,1331,2,true,low,higher,
1943,1331,5,false,low,similar,
1944,1333,6,true,medium,similar,
1945,1334,5,true,high,similar,Competitive overlap in control tower workflows
1946,1334,4,false,high,similar,
1947,1335,6,true,medium,unknown,
1948,1336,4,true,high,similar,
1949,1337,5,true,medium,lower,Competitive overlap in control tower workflows
1950,1338,5,true,high,lower,
1951,1339,2,true,medium,lower,
1952,1340,5,true,low,similar,Competitive overlap in control tower workflows
1953,1340,3,false,medium,similar,
1954,1340,1,false,high,similar,
1955,1341,5,true,high,unknown,
1956,1341,2,false,medium,similar,Competitive overlap in control tower workflows
1957,1341,1,false,high,similar,
1958,1342,3,true,medium,similar,
1959,1343,3,true,high,higher,Competitive overlap in control tower workflows
1960,1344,3,true,medium,similar,
1961,1345,4,true,medium,lower,
1962,1346,4,true,low,lower,
1963,1346,6,false,medium,lower,
1964,1347,6,true,high,lower,
1965,1347,3,false,high,similar,
1966,1348,4,true,low,lower,
1967,1349,2,true,high,similar,Competitive overlap in control tower workflows
1968,1349,6,false,medium,higher,
1969,1349,5,false,medium,lower,
1970,1350,1,true,low,lower,
1971,1351,6,true,high,lower,
1972,1352,5,true,low,similar,
1973,1352,2,false,low,similar,
1974,1352,6,false,medium,similar,
1975,1353,6,true,medium,lower,Competitive overlap in control tower workflows
1976,1353,3,false,high,lower,Competitive overlap in control tower workflows
1977,1354,5,true,medium,higher,Competitive overlap in control tower workflows
1978,1354,1,false,medium,unknown,Competitive overlap in control tower workflows
1979,1356,3,true,medium,similar,
1980,1356,2,false,high,higher,
1981,1357,6,true,medium,similar,
1982,1357,5,false,high,similar,
1983,1358,6,true,medium,lower,
1984,1359,5,true,high,lower,
1985,1359,2,false,low,lower,
1986,1359,3,false,high,lower,
1987,1360,1,true,high,lower,
1988,1361,1,true,high,lower,
1989,1361,4,false,medium,lower,
1990,1362,3,true,medium,lower,
1991,1362,5,false,high,higher,
1992,1363,4,true,high,higher,
1993,1364,1,true,low,similar,Competitive overlap in control tower workflows
1994,1364,4,false,low,similar,
1995,1365,6,true,high,lower,
1996,1365,4,false,high,unknown,
1997,1366,4,true,medium,similar,Competitive overlap in control tower workflows
1998,1366,5,false,medium,lower,
1999,1367,2,true,medium,lower,Competitive overlap in control tower workflows
2000,1367,4,false,medium,lower,
2001,1369,4,true,medium,higher,Competitive overlap in control tower workflows
2002,1370,1,true,medium,similar,
2003,1370,2,false,low,similar,Competitive overlap in control tower workflows
2004,1373,3,true,high,higher,
2005,1374,2,true,high,lower,
2006,1374,5,false,medium,similar,
2007,1375,1,true,high,similar,
2008,1375,4,false,medium,lower,
2009,1376,2,true,low,similar,
2010,1377,5,true,medium,lower,
2011,1377,6,false,medium,lower,
2012,1378,4,true,high,higher,Competitive overlap in control tower workflows
2013,1378,6,false,medium,similar,
2014,1379,1,true,medium,similar,
2015,1379,2,false,high,unknown,Competitive overlap in control tower workflows
2016,1380,2,true,high,similar,
2017,1380,6,false,low,lower,
2018,1381,3,true,medium,similar,
2019,1382,1,true,medium,higher,
2020,1382,3,false,low,lower,
2021,1383,5,true,medium,similar,Competitive overlap in control tower workflows
2022,1384,2,true,high,similar,
2023,1385,2,true,medium,similar,
2024,1385,3,false,low,similar,
2025,1386,4,true,high,similar,
2026,1387,6,true,high,similar,
2027,1388,5,true,medium,higher,Competitive overlap in control tower workflows
2028,1389,5,true,low,lower,Competitive overlap in control tower workflows
2029,1391,5,true,low,similar,
2030,1393,5,true,low,similar,
2031,1393,2,false,medium,higher,Competitive overlap in control tower workflows
2032,1394,3,true,medium,higher,
2033,1394,6,false,medium,unknown,
2034,1394,4,false,high,similar,
2035,1396,5,true,low,unknown,
2036,1396,3,false,medium,similar,
2037,1396,4,false,medium,similar,
2038,1398,4,true,high,similar,Competitive overlap in control tower workflows
2039,1398,5,false,medium,similar,Competitive overlap in control tower workflows
2040,1399,2,true,medium,similar,
2041,1400,4,true,medium,similar,
2042,1400,6,false,medium,higher,
2043,1401,5,true,medium,similar,Competitive overlap in control tower workflows
2044,1401,3,false,high,lower,
2045,1402,6,true,low,higher,
2046,1402,3,false,high,similar,
2047,1403,3,true,low,lower,
2048,1404,4,true,high,similar,
2049,1405,1,true,medium,higher,
2050,1406,4,true,high,lower,
2051,1407,2,true,low,similar,
2052,1407,6,false,medium,similar,
2053,1407,5,false,high,lower,
2054,1408,6,true,medium,higher,
2055,1409,5,true,high,similar,Competitive overlap in control tower workflows
2056,1410,3,true,medium,similar,
2057,1410,5,false,high,unknown,
2058,1411,1,true,high,higher,
2059,1411,2,false,high,similar,
2060,1412,3,true,low,lower,
2061,1412,4,false,medium,unknown,Competitive overlap in control tower workflows
2062,1413,3,true,medium,lower,
2063,1414,3,true,high,unknown,
2064,1415,6,true,high,similar,
2065,1416,1,true,high,similar,
2066,1417,1,true,high,similar,
2067,1417,3,false,high,lower,
2068,1419,6,true,medium,higher,
2069,1421,1,true,high,higher,
2070,1421,6,false,high,similar,
2071,1422,1,true,high,lower,
2072,1423,5,true,medium,similar,
2073,1424,3,true,medium,unknown,
2074,1424,6,false,low,lower,Competitive overlap in control tower workflows
2075,1424,4,false,medium,unknown,Competitive overlap in control tower workflows
2076,1425,6,true,high,similar,Competitive overlap in control tower workflows
2077,1425,3,false,low,similar,
2078,1426,3,true,medium,lower,
2079,1427,3,true,high,lower,
2080,1428,2,true,medium,lower,
2081,1429,6,true,high,lower,
2082,1429,1,false,high,lower,
2083,1430,6,true,high,higher,Competitive overlap in control tower workflows
2084,1433,5,true,medium,similar,
2085,1433,1,false,medium,similar,
2086,1434,4,true,medium,lower,
2087,1434,5,false,medium,similar,
2088,1435,3,true,medium,similar,Competitive overlap in control tower workflows
2089,1435,2,false,high,similar,
2090,1436,5,true,high,higher,
2091,1437,1,true,medium,similar,
2092,1437,6,false,high,lower,Competitive overlap in control tower workflows
2093,1438,5,true,high,similar,Competitive overlap in control tower workflows
2094,1438,1,false,low,higher,
2095,1439,6,true,high,higher,
2096,1440,2,true,medium,higher,Competitive overlap in control tower workflows
2097,1440,3,false,medium,higher,
2098,1441,3,true,high,higher,
2099,1442,2,true,low,higher,
2100,1442,5,false,medium,unknown,
2101,1443,3,true,medium,lower,
2102,1444,2,true,high,lower,
2103,1445,2,true,high,unknown,
2104,1445,4,false,high,similar,
2105,1446,1,true,high,higher,
2106,1446,3,false,medium,lower,
2107,1447,3,true,high,similar,
2108,1447,5,false,medium,similar,
2109,1448,2,true,high,higher,Competitive overlap in control tower workflows
2110,1448,4,false,medium,similar,
2111,1449,3,true,medium,similar,
2112,1450,5,true,medium,higher,
2113,1451,1,true,medium,lower,
2114,1451,3,false,high,similar,
2115,1453,1,true,high,lower,
2116,1455,3,true,high,unknown,
2117,1455,5,false,high,lower,
2118,1456,6,true,high,similar,Competitive overlap in control tower workflows
2119,1457,5,true,high,lower,
2120,1457,2,false,high,similar,
2121,1457,4,false,low,similar,Competitive overlap in control tower workflows
2122,1458,6,true,high,lower,
2123,1459,5,true,high,similar,Competitive overlap in control tower workflows
2124,1459,6,false,medium,lower,
2125,1460,1,true,high,similar,
2126,1461,3,true,high,similar,Competitive overlap in control tower workflows
2127,1462,5,true,medium,higher,Competitive overlap in control tower workflows
2128,1463,3,true,high,unknown,Competitive overlap in control tower workflows
2129,1463,2,false,medium,lower,
2130,1463,1,false,high,lower,Competitive overlap in control tower workflows
2131,1464,6,true,medium,higher,
2132,1464,5,false,medium,similar,Competitive overlap in control tower workflows
2133,1466,4,true,medium,higher,
2134,1466,1,false,low,higher,
2135,1467,4,true,medium,similar,
2136,1467,2,false,medium,similar,
2137,1468,2,true,medium,similar,
2138,1468,1,false,medium,lower,
2139,1469,3,true,high,similar,
2140,1470,1,true,low,lower,
2141,1470,6,false,high,higher,
2142,1471,5,true,medium,lower,
2143,1472,2,true,medium,similar,Competitive overlap in control tower workflows
2144,1472,3,false,high,similar,
2145,1472,5,false,high,similar,
2146,1473,3,true,high,similar,Competitive overlap in control tower workflows
2147,1473,2,false,medium,lower,
2148,1474,4,true,medium,lower,
2149,1474,1,false,medium,higher,
2150,1475,6,true,medium,similar,
2151,1475,4,false,medium,similar,
2152,1476,3,true,medium,lower,
2153,1476,1,false,medium,similar,
2154,1477,5,true,low,similar,Competitive overlap in control tower workflows
2155,1477,1,false,high,similar,
2156,1478,3,true,medium,lower,Competitive overlap in control tower workflows
2157,1478,6,false,high,similar,
2158,1479,1,true,high,lower,
2159,1479,3,false,medium,similar,
2160,1480,4,true,medium,similar,
2161,1480,2,false,medium,similar,
2162,1480,1,false,medium,higher,Competitive overlap in control tower workflows
2163,1481,3,true,medium,similar,
2164,1482,3,true,medium,higher,
2165,1482,2,false,medium,lower,
2166,1482,1,false,low,similar,
2167,1483,1,true,high,higher,Competitive overlap in control tower workflows
2168,1483,3,false,medium,higher,
2169,1484,4,true,medium,lower,
2170,1484,1,false,low,lower,
2171,1484,2,false,high,higher,
2172,1485,1,true,low,higher,Competitive overlap in control tower workflows
2173,1486,6,true,medium,lower,
2174,1486,2,false,medium,lower,Competitive overlap in control tower workflows
2175,1487,5,true,medium,higher,
2176,1488,3,true,low,lower,
2177,1488,2,false,medium,lower,
2178,1488,5,false,high,higher,
2179,1489,5,true,high,lower,
2180,1490,5,true,low,similar,
2181,1491,3,true,low,similar,
2182,1491,4,false,high,unknown,Competitive overlap in control tower workflows
2183,1492,6,true,low,similar,
2184,1492,1,false,low,lower,
2185,1493,2,true,low,lower,
2186,1493,6,false,medium,similar,
2187,1494,4,true,low,lower,
2188,1495,1,true,high,similar,
2189,1496,4,true,high,lower,
2190,1496,1,false,medium,lower,Competitive overlap in control tower workflows
2191,1496,2,false,medium,similar,
2192,1497,3,true,high,lower,Competitive overlap in control tower workflows
2193,1497,1,false,medium,lower,
2194,1497,4,false,medium,similar,Competitive overlap in control tower workflows
2195,1498,4,true,low,higher,
2196,1498,6,false,high,higher,Competitive overlap in control tower workflows
2197,1498,1,false,medium,similar,
2198,1499,1,true,low,similar,
2199,1499,3,false,medium,unknown,
2200,1499,6,false,medium,lower,
2201,1500,3,true,low,higher,
2202,1500,5,false,high,similar,Competitive overlap in control tower workflows
2203,1500,2,false,high,higher,Competitive overlap in control tower workflows
2204,1502,3,true,high,similar,Competitive overlap in control tower workflows
2205,1502,5,false,high,similar,
2206,1503,4,true,medium,higher,
2207,1504,1,true,low,similar,
2208,1505,6,true,high,similar,
2209,1506,5,true,medium,similar,Competitive overlap in control tower workflows
2210,1506,3,false,high,similar,
2211,1507,3,true,medium,lower,
2212,1507,1,false,high,similar,
2213,1508,6,true,high,similar,
2214,1510,4,true,high,similar,
2215,1512,1,true,low,higher,
2216,1513,2,true,high,higher,
2217,1513,3,false,low,similar,Competitive overlap in control tower workflows
2218,1513,4,false,medium,similar,
2219,1514,3,true,low,similar,
2220,1514,5,false,high,similar,
2221,1515,5,true,high,lower,Competitive overlap in control tower workflows
2222,1516,1,true,medium,lower,
2223,1516,5,false,high,lower,
2224,1516,2,false,high,lower,
2225,1517,5,true,low,higher,
2226,1518,6,true,high,higher,Competitive overlap in control tower workflows
2227,1519,2,true,medium,lower,
2228,1520,4,true,medium,lower,
2229,1520,2,false,medium,lower,
2230,1521,6,true,high,unknown,Competitive overlap in control tower workflows
2231,1523,3,true,medium,lower,Competitive overlap in control tower workflows
2232,1523,2,false,low,lower,
2233,1523,6,false,medium,higher,
2234,1524,4,true,high,higher,
2235,1524,5,false,high,higher,
2236,1524,6,false,high,similar,
2237,1525,4,true,high,lower,
2238,1526,2,true,medium,unknown,Competitive overlap in control tower workflows
2239,1527,4,true,high,higher,
2240,1527,5,false,low,similar,
2241,1528,1,true,medium,lower,
2242,1528,5,false,medium,lower,
2243,1528,2,false,medium,lower,
2244,1529,4,true,high,higher,Competitive overlap in control tower workflows
2245,1529,5,false,medium,lower,
2246,1529,1,false,medium,higher,
2247,1530,6,true,medium,similar,
2248,1531,1,true,medium,similar,
2249,1532,3,true,medium,lower,
2250,1533,3,true,high,similar,
2251,1534,3,true,low,similar,
2252,1535,3,true,low,lower,
2253,1536,3,true,low,similar,
2254,1537,4,true,medium,lower,
2255,1538,2,true,high,lower,
2256,1538,5,false,medium,higher,Competitive overlap in control tower workflows
2257,1539,1,true,medium,lower,
2258,1540,4,true,medium,similar,
2259,1540,1,false,medium,lower,
2260,1541,1,true,medium,unknown,
2261,1541,2,false,medium,similar,
2262,1542,2,true,high,similar,
2263,1542,1,false,medium,lower,
2264,1542,3,false,medium,lower,
2265,1543,2,true,high,higher,
2266,1544,6,true,high,similar,Competitive overlap in control tower workflows
2267,1544,2,false,high,lower,
2268,1545,3,true,medium,similar,
2269,1546,6,true,medium,similar,
2270,1546,5,false,medium,lower,
2271,1546,2,false,high,similar,
2272,1547,1,true,high,similar,Competitive overlap in control tower workflows
2273,1548,3,true,high,lower,
2274,1550,6,true,high,similar,Competitive overlap in control tower workflows
2275,1551,2,true,medium,similar,Competitive overlap in control tower workflows
2276,1551,1,false,high,lower,
2277,1552,1,true,low,similar,
2278,1552,3,false,medium,similar,
2279,1553,1,true,medium,similar,
2280,1553,3,false,high,lower,
2281,1554,5,true,high,lower,
2282,1554,3,false,high,unknown,
2283,1554,2,false,high,lower,
2284,1555,1,true,medium,lower,
