contract_term_id,contract_id,term_sequence,effective_start_date,effective_end_date,term_length_months,payment_terms_days,overage_policy_type,volume_commitment_type,annual_subscription_fee,implementation_fee,support_tier,support_fee,transaction_fee_per_unit,committed_transaction_volume,ramp_discount_pct,renewal_uplift_pct,price_escalator_pct,termination_for_convenience_flag,price_hold_months,service_level_notes
1024,515,2,2026-06-08,2027-06-07,12,30,none,none,2126190.15,0.0,enterprise,409089.75,0.01086,5518804,0.0,6.91,4.56,false,0,
1025,515,3,2027-06-08,2028-06-07,12,30,per_unit_overage,none,2157302.15,0.0,enterprise,415075.85,0.01102,5731066,0.0,6.41,3.0,false,0,
1026,515,4,2028-06-08,2029-06-07,12,30,per_unit_overage,soft_commit,2274856.99,0.0,enterprise,437694.0,0.01162,5943328,0.0,4.52,3.81,false,0,
1027,516,1,2024-07-23,2025-07-22,12,30,none,none,19785.89,4006.33,standard,1645.22,,,11.56,5.71,0.0,false,0,
1028,516,2,2025-07-23,2026-07-22,12,30,none,none,20502.14,0.0,standard,1704.78,,,0.0,4.65,3.62,false,0,
1029,516,3,2026-07-23,2027-07-22,12,30,none,none,21681.19,0.0,standard,1802.82,,,0.0,3.08,4.68,false,0,
1030,517,1,2023-07-05,2024-07-04,12,30,none,none,19447.03,1849.01,standard,1573.54,,,0.0,6.33,0.0,false,0,
1031,518,1,2024-06-26,2025-06-25,12,45,none,none,67810.96,9228.59,premium,9542.71,,,21.32,3.62,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
1032,518,2,2025-06-26,2026-06-25,12,90,none,none,70170.78,0.0,premium,9874.8,,,0.0,5.29,3.48,false,6,
1033,518,3,2026-06-26,2027-06-25,12,45,none,none,72178.32,0.0,premium,10157.31,,,0.0,4.36,3.17,true,0,Custom onboarding and SLA language applied for rollout phases
1034,518,4,2027-06-26,2028-06-25,12,30,none,none,74379.79,0.0,premium,10467.11,,,0.0,3.91,3.13,false,12,Custom onboarding and SLA language applied for rollout phases
1035,518,5,2028-06-26,2029-06-25,12,30,none,none,78025.36,0.0,premium,10980.13,,,0.0,7.53,3.57,true,6,Custom onboarding and SLA language applied for rollout phases
1036,519,1,2025-07-20,2026-07-19,12,30,none,none,273868.59,21061.63,premium,37314.19,,,13.69,3.26,0.0,false,0,
1037,519,2,2026-07-20,2027-07-19,12,30,none,none,285151.98,0.0,premium,38851.53,,,0.0,3.58,4.12,false,0,
1038,519,3,2027-07-20,2028-07-19,12,30,none,none,293942.06,0.0,premium,40049.17,,,0.0,4.4,3.6,false,0,
1039,520,1,2024-10-09,2025-10-08,12,30,none,none,478028.67,34241.01,premium,66133.87,,,0.0,4.08,0.0,false,3,
1040,521,1,2025-04-28,2026-04-27,12,60,hard_cap,ramp_commit,439157.38,30736.03,premium,59797.19,0.01123,5987487,13.58,6.78,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
1041,521,2,2026-04-28,2027-04-27,12,60,tiered_overage,soft_commit,452771.26,0.0,premium,61650.9,0.01158,6226986,0.0,4.57,3.1,false,12,Custom onboarding and SLA language applied for rollout phases
1042,521,3,2027-04-28,2028-04-27,12,45,true_up,hard_commit,471983.03,0.0,premium,64266.84,0.01207,6466485,0.0,3.91,3.67,false,0,Custom onboarding and SLA language applied for rollout phases
1043,522,1,2023-09-07,2024-09-06,12,30,none,none,24142.58,6390.98,standard,2033.17,,,15.27,4.15,0.0,false,0,
1044,522,2,2024-09-07,2025-09-06,12,30,none,none,24813.74,0.0,standard,2089.69,,,0.0,6.08,2.78,false,0,
1045,522,3,2025-09-07,2026-09-06,12,30,none,none,26364.3,0.0,standard,2220.27,,,0.0,6.82,4.5,false,0,
1046,523,1,2023-05-31,2024-05-30,12,90,tiered_overage,hard_commit,42919.7,23178.23,standard,3538.79,0.01203,279290,0.0,6.97,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
1047,524,1,2023-06-17,2024-06-16,12,30,none,none,1907426.84,184948.95,enterprise,362704.5,,,0.0,4.79,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
1048,525,1,2023-05-11,2024-05-10,12,45,hard_cap,ramp_commit,1493583.02,152338.16,enterprise,287653.02,0.011,10485616,19.44,7.82,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1049,525,2,2024-05-11,2025-05-10,12,60,true_up,hard_commit,1531370.67,0.0,enterprise,294930.64,0.01128,10905040,0.0,4.01,2.53,true,12,Custom onboarding and SLA language applied for rollout phases
1050,525,3,2025-05-11,2026-05-10,12,60,hard_cap,hard_commit,1601509.7,0.0,enterprise,308438.9,0.01179,11324465,0.0,6.86,3.55,false,0,Custom onboarding and SLA language applied for rollout phases
1051,526,1,2025-01-09,2026-01-08,12,90,tiered_overage,hard_commit,1284504.13,128224.39,premium,176092.59,0.01137,9613416,4.34,6.87,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
1052,526,2,2026-01-09,2027-01-08,12,60,hard_cap,soft_commit,1352582.85,0.0,premium,185425.5,0.01197,9997952,0.0,6.48,5.3,false,6,
1053,527,1,2024-01-23,2025-01-22,12,30,none,none,27898.96,4446.62,standard,2245.24,,,0.0,5.67,0.0,false,0,
1054,528,1,2026-01-20,2027-01-19,12,45,none,none,20270.83,1886.95,standard,1663.25,0.01197,154011,2.25,4.89,0.0,false,0,
1055,528,2,2027-01-20,2028-01-19,12,30,none,none,21253.97,0.0,standard,1743.92,0.01255,160171,0.0,6.97,4.85,false,0,
1056,529,1,2024-11-25,2025-11-24,12,30,none,none,21719.59,1921.7,standard,1765.66,,,3.52,3.56,0.0,false,6,
1057,529,2,2025-11-25,2026-11-24,12,90,none,none,22503.67,0.0,standard,1829.4,,,0.0,7.43,3.61,false,6,Custom onboarding and SLA language applied for rollout phases
1058,529,3,2026-11-25,2027-11-24,12,30,none,none,22988.65,0.0,standard,1868.83,,,0.0,6.26,2.88,false,12,
1059,530,1,2025-03-30,2026-03-29,12,30,none,none,23252.49,1966.36,premium,3067.39,,,0.0,3.96,0.0,false,0,
1060,531,1,2025-03-21,2026-03-20,12,30,none,none,83682.27,3905.43,enterprise,15557.34,,,0.0,6.5,0.0,false,0,
1061,532,1,2023-06-21,2024-06-20,12,60,none,none,296602.68,40268.3,enterprise,56874.84,,,5.03,3.96,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1062,532,2,2024-06-21,2025-06-20,12,60,none,none,311670.1,0.0,enterprise,59764.08,,,0.0,5.13,5.08,false,6,
1063,533,1,2024-07-27,2025-07-26,12,45,true_up,soft_commit,99589.71,10514.37,premium,13262.09,0.01045,1454658,0.0,6.54,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1064,534,1,2024-03-28,2025-03-27,12,30,none,none,122575.34,26114.74,standard,10349.79,,,14.55,7.18,0.0,false,0,
1065,534,2,2025-03-28,2026-03-27,12,30,none,none,128569.27,0.0,standard,10855.89,,,0.0,3.66,4.89,false,0,
1066,534,3,2026-03-28,2027-03-27,12,30,none,none,130368.64,0.0,standard,11007.83,,,0.0,6.32,3.13,false,0,
1067,535,1,2025-12-11,2026-12-10,12,45,tiered_overage,hard_commit,79235.29,9507.99,standard,6570.6,0.01036,417146,9.68,4.94,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
1068,535,2,2026-12-11,2027-12-10,12,30,per_unit_overage,ramp_commit,81960.98,0.0,standard,6796.63,0.01072,433831,0.0,6.63,3.44,false,6,Custom onboarding and SLA language applied for rollout phases
1069,535,3,2027-12-11,2028-12-10,12,45,per_unit_overage,soft_commit,84502.0,0.0,standard,7007.34,0.01105,450517,0.0,5.96,3.27,false,6,
1070,536,1,2024-10-09,2025-10-08,12,30,none,none,74197.54,9133.17,premium,9899.67,0.0109,1100567,2.31,7.37,0.0,false,0,
1071,536,2,2025-10-09,2026-10-08,12,30,none,none,75985.7,0.0,premium,10138.25,0.01116,1144589,0.0,4.24,2.41,false,0,
1072,537,1,2024-09-19,2025-09-18,12,30,none,none,74490.84,19851.88,standard,6247.44,,,13.24,7.04,0.0,false,0,
1073,537,2,2025-09-19,2026-09-18,12,30,none,none,77172.51,0.0,standard,6472.35,,,0.0,6.97,3.6,false,0,
1074,537,3,2026-09-19,2027-09-18,12,30,none,none,81922.92,0.0,standard,6870.76,,,0.0,7.04,4.87,false,0,
1075,538,1,2026-01-10,2027-01-09,12,45,none,none,448092.1,30327.28,standard,37053.84,,,0.0,3.71,0.0,false,0,
1076,539,1,2023-11-08,2024-11-07,12,30,none,none,765304.8,48769.9,enterprise,142992.63,0.01173,3106599,0.0,6.8,0.0,false,0,
1077,540,1,2025-09-21,2026-09-20,12,60,true_up,hard_commit,468482.34,31574.01,premium,63033.43,0.00927,6792959,2.97,3.55,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1078,540,2,2026-09-21,2027-09-20,12,30,per_unit_overage,hard_commit,491719.06,0.0,premium,66159.89,0.00973,7064677,0.0,3.73,4.96,false,12,Custom onboarding and SLA language applied for rollout phases
1079,541,1,2024-10-20,2025-10-19,12,45,none,none,57289.42,3091.66,standard,4758.36,,,3.21,3.59,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1080,541,2,2025-10-20,2026-10-19,12,30,none,none,60022.13,0.0,standard,4985.33,,,0.0,6.65,4.77,false,12,Custom onboarding and SLA language applied for rollout phases
1081,542,1,2025-07-18,2026-07-17,12,30,none,none,33435.4,6893.84,standard,2767.08,,,9.64,4.99,0.0,false,0,
1082,542,2,2026-07-18,2027-07-17,12,30,none,none,34334.81,0.0,standard,2841.51,,,0.0,7.04,2.69,false,0,
1083,542,3,2027-07-18,2028-07-17,12,30,none,none,35602.6,0.0,standard,2946.44,,,0.0,5.83,3.19,false,0,
1084,542,4,2028-07-18,2029-07-17,12,30,none,none,35492.35,0.0,standard,2937.31,,,0.0,5.06,2.01,false,0,
1085,543,1,2024-09-29,2025-09-28,12,30,none,none,28558.82,2136.7,premium,3790.81,,,0.0,4.94,0.0,false,0,
1086,544,1,2025-01-09,2026-01-08,12,30,none,none,57892.46,17709.74,enterprise,10872.55,,,0.0,4.3,0.0,false,0,
1087,545,1,2023-05-29,2024-05-28,12,30,none,none,1486727.71,322112.71,enterprise,286243.33,,,0.0,5.6,0.0,false,0,
1088,546,1,2024-06-02,2025-06-01,12,60,none,none,1820197.86,181744.5,enterprise,349714.05,,,19.1,7.43,0.0,false,0,
1089,546,2,2025-06-02,2026-06-01,12,60,none,none,1890821.54,0.0,enterprise,363282.96,,,0.0,5.99,3.88,false,6,Custom onboarding and SLA language applied for rollout phases
1090,546,3,2026-06-02,2027-06-01,12,30,none,none,1928424.08,0.0,enterprise,370507.52,,,0.0,6.23,2.93,false,0,
1091,546,4,2027-06-02,2028-06-01,12,30,none,none,2131886.3,0.0,enterprise,409598.65,,,0.0,6.2,5.41,true,6,Custom onboarding and SLA language applied for rollout phases
1092,546,5,2028-06-02,2029-06-01,12,30,none,none,2170619.8,0.0,enterprise,417040.51,,,0.0,3.78,4.5,true,12,Custom onboarding and SLA language applied for rollout phases
1093,547,1,2025-06-12,2026-06-11,12,30,tiered_overage,hard_commit,1897418.97,410161.36,enterprise,367716.09,0.00998,13870788,5.71,6.7,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
1094,547,2,2026-06-12,2027-06-11,12,60,tiered_overage,ramp_commit,2001207.79,0.0,enterprise,387830.16,0.01053,14425619,0.0,5.96,5.47,false,6,Custom onboarding and SLA language applied for rollout phases
1095,548,1,2025-02-16,2026-02-15,12,30,none,none,24973.39,2031.31,standard,2046.55,,,0.0,4.05,0.0,false,0,
1096,549,1,2024-01-30,2025-01-29,12,30,per_unit_overage,ramp_commit,53497.64,2955.56,premium,7196.15,0.01157,758400,2.95,5.22,0.0,false,0,
1097,549,2,2025-01-30,2026-01-29,12,60,per_unit_overage,ramp_commit,55380.76,0.0,premium,7449.45,0.01198,788736,0.0,4.78,3.52,true,0,Custom onboarding and SLA language applied for rollout phases
1098,550,1,2025-09-29,2026-09-28,12,60,none,none,21602.96,1959.61,standard,1818.65,,,14.21,4.57,0.0,false,0,
1099,550,2,2026-09-29,2027-09-28,12,45,none,none,22739.28,0.0,standard,1914.31,,,0.0,7.63,5.26,true,0,Custom onboarding and SLA language applied for rollout phases
1100,550,3,2027-09-29,2028-09-28,12,30,none,none,23401.72,0.0,standard,1970.08,,,0.0,6.85,4.08,false,0,Custom onboarding and SLA language applied for rollout phases
1101,551,1,2023-07-31,2024-07-30,12,30,per_unit_overage,hard_commit,68092.99,8841.44,standard,5624.13,0.0122,1279159,0.0,6.17,0.0,false,12,Custom onboarding and SLA language applied for rollout phases
1102,552,1,2024-04-22,2025-04-21,12,60,none,none,163655.71,14134.35,enterprise,30297.2,,,0.0,6.63,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
1103,553,1,2025-01-14,2026-01-13,12,30,none,none,654397.84,72269.27,enterprise,124677.76,0.00923,6891263,16.67,3.88,0.0,false,0,
1104,553,2,2026-01-14,2027-01-13,12,30,none,soft_commit,675273.13,0.0,enterprise,128654.98,0.00952,7166913,0.0,5.73,3.19,false,0,
1105,553,3,2027-01-14,2028-01-13,12,30,none,none,718453.47,0.0,enterprise,136881.82,0.01013,7442564,0.0,3.98,4.78,false,0,
1106,554,1,2024-05-11,2025-05-10,12,45,none,none,20434.16,1877.91,standard,1652.43,,,0.0,7.14,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
1107,555,1,2024-10-10,2025-10-09,12,30,none,none,40985.64,5399.99,standard,3374.99,0.01131,213314,2.54,6.67,0.0,false,0,
1108,555,2,2025-10-10,2026-10-09,12,30,none,soft_commit,42354.56,0.0,standard,3487.71,0.01169,221846,0.0,6.98,3.34,false,0,
1109,556,1,2025-03-15,2026-03-14,12,90,none,none,559101.2,38852.25,standard,47411.17,,,4.7,7.94,0.0,false,6,
1110,556,2,2026-03-15,2027-03-14,12,60,none,none,584875.77,0.0,standard,49596.82,,,0.0,5.57,4.61,true,6,Custom onboarding and SLA language applied for rollout phases
1111,557,1,2024-10-20,2025-10-19,12,30,none,none,116119.7,36646.12,standard,9700.0,0.01029,1480080,0.0,3.39,0.0,false,0,
1112,558,1,2023-05-05,2024-05-04,12,30,none,none,85810.2,9828.11,standard,7080.08,,,2.7,5.9,0.0,false,0,
1113,558,2,2024-05-05,2025-05-04,12,30,none,none,88341.6,0.0,standard,7288.94,,,0.0,7.19,2.95,false,0,
1114,559,1,2024-03-27,2025-03-26,12,45,none,none,30232.25,2184.76,enterprise,5546.69,,,0.0,6.7,0.0,false,0,
1115,560,1,2025-06-15,2026-06-14,12,30,tiered_overage,hard_commit,99620.0,10531.94,standard,8173.95,0.01055,1665130,5.97,5.18,0.0,true,12,Custom onboarding and SLA language applied for rollout phases
1116,560,2,2026-06-15,2027-06-14,12,60,true_up,hard_commit,104102.9,0.0,standard,8541.78,0.01102,1731735,0.0,5.49,4.5,false,12,Custom onboarding and SLA language applied for rollout phases
1117,560,3,2027-06-15,2028-06-14,12,30,per_unit_overage,hard_commit,106963.03,0.0,standard,8776.46,0.01133,1798340,0.0,4.34,3.62,false,6,Custom onboarding and SLA language applied for rollout phases
1118,561,1,2025-11-22,2026-11-21,12,45,none,none,20597.93,5892.55,premium,2714.89,,,0.0,6.66,0.0,false,0,
1119,562,1,2023-09-05,2024-09-04,12,30,per_unit_overage,hard_commit,1709545.93,360443.0,enterprise,327018.95,0.01075,11299252,17.5,6.63,0.0,false,3,
1120,562,2,2024-09-05,2025-09-04,12,60,tiered_overage,soft_commit,1783911.18,0.0,enterprise,341244.27,0.01122,11751222,0.0,4.47,4.35,false,0,Custom onboarding and SLA language applied for rollout phases
1121,562,3,2025-09-05,2026-09-04,12,45,true_up,soft_commit,1882262.19,0.0,enterprise,360057.83,0.01184,12203192,0.0,4.52,4.93,true,3,
1122,563,1,2025-01-11,2026-01-10,12,30,none,none,746152.91,265823.85,enterprise,145686.43,,,21.72,5.42,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
1123,563,2,2026-01-11,2027-01-10,12,30,none,none,774655.95,0.0,enterprise,151251.65,,,0.0,6.68,3.82,false,12,Custom onboarding and SLA language applied for rollout phases
1124,563,3,2027-01-11,2028-01-10,12,30,none,none,805797.87,0.0,enterprise,157332.11,,,0.0,7.09,3.92,false,3,Custom onboarding and SLA language applied for rollout phases
1125,564,1,2023-10-17,2024-10-16,12,45,per_unit_overage,hard_commit,616254.44,69600.62,enterprise,118039.21,0.00964,11730953,4.96,3.75,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1126,564,2,2024-10-17,2025-10-16,12,30,tiered_overage,hard_commit,643246.38,0.0,enterprise,123209.33,0.01006,12200191,0.0,7.03,4.38,true,6,Custom onboarding and SLA language applied for rollout phases
1127,565,1,2025-05-20,2026-05-19,12,30,tiered_overage,ramp_commit,30744.77,4846.08,standard,2606.25,0.00976,370141,4.67,4.99,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1128,565,2,2026-05-20,2027-05-19,12,30,per_unit_overage,hard_commit,31660.96,0.0,standard,2683.92,0.01005,384946,0.0,5.63,2.98,false,0,Custom onboarding and SLA language applied for rollout phases
1129,566,1,2024-01-14,2025-01-13,12,60,true_up,hard_commit,50191.52,2810.28,standard,4111.04,0.01028,302027,0.0,4.0,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
1130,567,1,2025-03-21,2026-03-20,12,30,none,none,84404.25,3916.9,premium,11314.13,,,0.0,3.77,0.0,false,0,
1131,568,1,2024-03-08,2025-03-07,12,30,none,none,23643.19,1973.48,standard,1912.05,,,0.0,4.54,0.0,false,0,
1132,569,1,2025-05-28,2026-05-27,12,45,none,none,36268.98,7023.43,premium,4819.67,,,0.0,5.46,0.0,false,12,Custom onboarding and SLA language applied for rollout phases
1133,570,1,2023-05-07,2024-05-06,12,30,none,none,56556.39,25806.7,standard,4722.0,,,3.6,4.99,0.0,false,0,
1134,570,2,2024-05-07,2025-05-06,12,30,none,none,58060.79,0.0,standard,4847.61,,,0.0,5.87,2.66,false,3,
1135,571,1,2025-05-13,2026-05-12,12,45,none,none,329748.23,25312.71,premium,45764.8,,,18.96,6.28,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1136,571,2,2026-05-13,2027-05-12,12,30,none,none,339047.13,0.0,premium,47055.37,,,0.0,4.19,2.82,false,3,Custom onboarding and SLA language applied for rollout phases
1137,571,3,2027-05-13,2028-05-12,12,60,none,none,355696.11,0.0,premium,49366.03,,,0.0,7.8,3.86,true,0,Custom onboarding and SLA language applied for rollout phases
1138,572,1,2025-06-06,2026-06-05,12,30,none,none,265233.28,20058.51,premium,35699.33,,,3.0,7.68,0.0,true,3,Custom onboarding and SLA language applied for rollout phases
1139,572,2,2026-06-06,2027-06-05,12,45,none,none,274330.78,0.0,premium,36923.82,,,0.0,7.68,3.43,true,12,Custom onboarding and SLA language applied for rollout phases
1140,573,1,2026-02-09,2027-02-08,12,30,tiered_overage,hard_commit,405394.82,51530.3,premium,56861.28,0.00928,1030656,21.6,4.49,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
1141,573,2,2027-02-09,2028-02-08,12,45,tiered_overage,hard_commit,422502.48,0.0,premium,59260.83,0.00967,1071882,0.0,4.52,4.22,false,3,
1142,573,3,2028-02-09,2029-02-08,12,60,true_up,ramp_commit,449761.59,0.0,premium,63084.23,0.0103,1113108,0.0,5.53,5.33,false,3,
1143,574,1,2025-03-24,2026-03-23,12,30,none,none,609666.16,66361.52,enterprise,114674.28,,,12.27,3.97,0.0,false,3,
1144,574,2,2026-03-24,2027-03-23,12,45,none,none,631492.21,0.0,enterprise,118779.62,,,0.0,7.65,3.58,false,6,Custom onboarding and SLA language applied for rollout phases
1145,574,3,2027-03-24,2028-03-23,12,30,none,none,675361.5,0.0,enterprise,127031.15,,,0.0,4.45,5.25,false,0,
1146,575,1,2025-08-11,2026-08-10,12,45,per_unit_overage,hard_commit,168478.07,14623.95,premium,22731.93,0.01171,2832728,3.19,3.7,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
1147,575,2,2026-08-11,2027-08-10,12,30,tiered_overage,hard_commit,176868.28,0.0,premium,23863.98,0.01229,2946037,0.0,3.85,4.98,false,6,
1148,576,1,2025-10-19,2026-10-18,12,45,none,none,431800.85,68720.9,standard,37252.52,,,21.47,5.5,0.0,false,0,
1149,576,2,2026-10-19,2027-10-18,12,30,none,none,450152.39,0.0,standard,38835.75,,,0.0,6.09,4.25,false,3,Custom onboarding and SLA language applied for rollout phases
1150,576,3,2027-10-19,2028-10-18,12,45,none,none,464166.15,0.0,standard,40044.75,,,0.0,7.18,3.68,true,0,Custom onboarding and SLA language applied for rollout phases
1151,577,1,2024-04-10,2025-04-09,12,30,none,none,1220929.22,121955.69,enterprise,231313.35,,,4.21,4.19,0.0,true,3,
1152,577,2,2025-04-10,2026-04-09,12,30,none,none,1252795.47,0.0,enterprise,237350.63,,,0.0,7.89,2.61,false,0,
1153,578,1,2023-11-17,2024-11-16,12,30,tiered_overage,ramp_commit,406634.94,50377.87,premium,56288.82,0.00955,5919345,5.0,6.86,0.0,false,3,Custom onboarding and SLA language applied for rollout phases
1154,578,2,2024-11-17,2025-11-16,12,45,true_up,soft_commit,428064.6,0.0,premium,59255.24,0.01005,6156118,0.0,7.8,5.27,false,6,
1155,579,1,2023-08-18,2024-08-17,12,90,none,none,533587.64,37413.83,enterprise,101936.11,,,0.0,3.5,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1156,580,1,2025-12-28,2026-12-27,12,45,none,none,1314109.45,138331.56,enterprise,255221.26,,,20.76,3.63,0.0,false,0,
1157,580,2,2026-12-28,2027-12-27,12,60,none,none,1386122.65,0.0,enterprise,269207.39,,,0.0,6.71,5.48,false,3,Custom onboarding and SLA language applied for rollout phases
1158,580,3,2027-12-28,2028-12-27,12,60,none,none,1406890.95,0.0,enterprise,273240.92,,,0.0,4.36,3.47,false,3,
1159,580,4,2028-12-28,2029-12-27,12,45,none,none,1505220.81,0.0,enterprise,292338.17,,,0.0,4.18,4.63,true,0,Custom onboarding and SLA language applied for rollout phases
1160,581,1,2026-01-23,2027-01-22,12,30,per_unit_overage,ramp_commit,698836.0,74443.85,premium,95096.74,0.01038,16672585,3.82,4.14,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
1161,581,2,2027-01-23,2028-01-22,12,90,per_unit_overage,hard_commit,728955.83,0.0,premium,99195.41,0.01083,17339488,0.0,5.89,4.31,false,0,
1162,582,1,2025-07-06,2026-07-05,12,45,none,none,1717271.39,553789.74,premium,241084.31,,,21.8,5.0,0.0,false,3,
1163,582,2,2026-07-06,2027-07-05,12,90,none,none,1796781.06,0.0,premium,252246.51,,,0.0,6.49,4.63,false,3,Custom onboarding and SLA language applied for rollout phases
1164,582,3,2027-07-06,2028-07-05,12,45,none,none,1852403.41,0.0,premium,260055.22,,,0.0,5.93,3.86,false,0,
1165,583,1,2025-10-03,2026-10-02,12,45,true_up,ramp_commit,1340826.88,135105.86,enterprise,255930.95,0.00951,6549403,17.37,4.44,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
1166,583,2,2026-10-03,2027-10-02,12,30,true_up,soft_commit,1392985.05,0.0,enterprise,265886.66,0.00988,6811379,0.0,4.88,3.89,true,6,Custom onboarding and SLA language applied for rollout phases
1167,583,3,2027-10-03,2028-10-02,12,90,true_up,hard_commit,1451912.19,0.0,enterprise,277134.41,0.0103,7073355,0.0,7.92,4.06,true,6,Custom onboarding and SLA language applied for rollout phases
1168,584,1,2023-10-24,2024-10-23,12,30,none,none,13453.65,5229.41,standard,1098.94,,,0.0,3.68,0.0,false,0,
1169,585,1,2026-02-10,2027-02-09,12,30,none,none,44327.36,2637.15,premium,5915.01,0.01134,1486022,0.0,3.44,0.0,false,0,
1170,586,1,2023-10-15,2024-10-14,12,30,none,none,25595.65,6437.31,premium,3429.72,,,2.65,3.21,0.0,false,0,
1171,586,2,2024-10-15,2025-10-14,12,30,none,none,26821.68,0.0,premium,3594.0,,,0.0,3.7,4.79,false,0,
1172,587,1,2023-04-12,2024-04-11,12,30,none,none,464838.73,31294.73,enterprise,86511.94,0.00967,3589862,0.0,6.83,0.0,false,0,
1173,588,1,2024-10-09,2025-10-08,12,30,per_unit_overage,ramp_commit,119435.91,50830.36,premium,16540.58,0.01086,2314812,5.03,7.9,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1174,588,2,2025-10-09,2026-10-08,12,45,per_unit_overage,hard_commit,123233.97,0.0,premium,17066.57,0.01121,2407404,0.0,5.49,3.18,false,12,
1175,589,1,2024-06-19,2025-06-18,12,30,none,none,437678.15,31269.81,enterprise,83253.46,,,0.0,6.08,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
1176,590,1,2024-06-25,2025-06-24,12,30,per_unit_overage,soft_commit,1714662.89,168402.22,premium,235946.04,0.0095,20361092,4.6,7.07,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1177,590,2,2025-06-25,2026-06-24,12,30,true_up,hard_commit,1773818.76,0.0,premium,244086.18,0.00983,21175535,0.0,4.21,3.45,true,0,
1178,591,1,2024-06-03,2025-06-02,12,30,per_unit_overage,ramp_commit,1124983.23,118764.64,enterprise,217321.72,0.00933,15256625,5.5,7.45,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
1179,591,2,2025-06-03,2026-06-02,12,30,hard_cap,ramp_commit,1157607.74,0.0,enterprise,223624.05,0.0096,15866890,0.0,3.61,2.9,false,3,Custom onboarding and SLA language applied for rollout phases
1180,592,1,2023-08-15,2024-08-14,12,30,none,none,1309494.44,425102.11,standard,112393.27,,,5.49,3.98,0.0,false,6,Custom onboarding and SLA language applied for rollout phases
1181,592,2,2024-08-15,2025-08-14,12,45,none,none,1347600.73,0.0,standard,115663.91,,,0.0,4.28,2.91,true,6,Custom onboarding and SLA language applied for rollout phases
1182,593,1,2023-09-20,2024-09-19,12,30,per_unit_overage,ramp_commit,1165818.41,76403.6,premium,161263.12,0.01042,9644581,4.95,4.95,0.0,true,6,Custom onboarding and SLA language applied for rollout phases
1183,593,2,2024-09-20,2025-09-19,12,90,true_up,hard_commit,1217813.91,0.0,premium,168455.46,0.01088,10030364,0.0,7.65,4.46,false,6,Custom onboarding and SLA language applied for rollout phases
1184,594,1,2025-12-08,2026-12-07,12,45,hard_cap,soft_commit,970898.36,104353.16,enterprise,187630.56,0.01104,9249608,5.53,4.81,0.0,false,0,Custom onboarding and SLA language applied for rollout phases
1185,594,2,2026-12-08,2027-12-07,12,30,per_unit_overage,ramp_commit,1022647.24,0.0,enterprise,197631.27,0.01163,9619592,0.0,7.23,5.33,true,3,
1186,595,1,2025-05-15,2026-05-14,12,60,tiered_overage,hard_commit,1491935.33,149548.49,enterprise,285295.7,0.00976,16847648,16.69,4.76,0.0,true,0,Custom onboarding and SLA language applied for rollout phases
1187,595,2,2026-05-15,2027-05-14,12,30,per_unit_overage,hard_commit,1572499.84,0.0,enterprise,300701.67,0.01029,17521553,0.0,5.06,5.4,true,6,Custom onboarding and SLA language applied for rollout phases
1188,595,3,2027-05-15,2028-05-14,12,30,hard_cap,ramp_commit,1576653.39,0.0,enterprise,301495.93,0.01031,18195459,0.0,7.93,2.8,true,12,Custom onboarding and SLA language applied for rollout phases
1189,596,1,2025-04-23,2026-04-22,12,30,tiered_overage,soft_commit,930910.83,94093.21,premium,126253.7,0.01048,13249493,3.58,4.98,0.0,false,0,
1190,596,2,2026-04-23,2027-04-22,12,45,true_up,soft_commit,962375.62,0.0,premium,130521.08,0.01083,13779472,0.0,7.51,3.38,true,12,Custom onboarding and SLA language applied for rollout phases
1191,597,1,2023-11-07,2024-11-06,12,45,tiered_overage,ramp_commit,982461.64,98319.5,enterprise,184288.17,0.00948,9172988,11.64,7.18,0.0,false,6,
