opportunity_id,opportunity_external_id,account_id,opportunity_name,stage_name,outcome,lifecycle_type,segment,sales_region,close_date,created_date,expected_start_date,contract_length_months,currency_code,estimated_users,annual_transaction_estimate,implementation_complexity,support_tier_requested,competitor_pressure_score,total_quote_amount
1559,OPP-01559,587,Vector Trade Group Net New,Closed Lost,lost,net_new,smb,emea,2024-11-09,2024-08-03,2024-12-14,24,USD,23,243709,low,standard,0.38,
1560,OPP-01560,588,Northstar Global Freight Net New,Closed Lost,lost,net_new,enterprise,na,2024-04-04,2024-02-18,2024-05-11,24,USD,4296,2496744,high,standard,0.83,812089.11
1561,OPP-01561,588,Northstar Global Freight Net New,Closed Lost,lost,net_new,enterprise,na,2024-01-31,2023-07-23,,12,USD,5121,7111364,high,premium,0.48,
1562,OPP-01562,588,Northstar Global Freight Net New,Closed Lost,lost,net_new,enterprise,na,2023-03-31,2023-01-20,2023-05-26,,USD,4127,3004773,high,premium,0.62,
1563,OPP-01563,589,Harbor Industrial Expansion,Closed Lost,lost,expansion,enterprise,emea,2024-07-12,2024-05-31,2024-09-16,24,USD,3853,9920508,high,standard,0.64,
1564,OPP-01564,589,Harbor Industrial Renewal,Closed Won,won,renewal,enterprise,emea,2025-01-01,2024-11-29,2025-02-04,36,USD,3453,6718743,high,premium,0.71,1524268.3
1565,OPP-01565,589,Harbor Industrial Renewal,Closed Won,won,renewal,enterprise,emea,2025-07-09,2025-05-07,2025-07-30,12,USD,912,3503070,high,premium,0.42,182510.93
1566,OPP-01566,589,Harbor Industrial Renewal,Closed Won,won,renewal,enterprise,emea,2023-01-29,2022-12-29,2023-03-13,12,USD,5652,2682406,medium,enterprise,0.08,939230.32
1567,OPP-01567,590,Atlas Logistics Net New,Closed Lost,lost,net_new,smb,na,2023-03-27,2022-12-01,2023-05-31,24,USD,129,259049,low,standard,0.22,61393.42
1568,OPP-01568,590,Atlas Logistics Net New,Closed Lost,lost,net_new,smb,na,2025-09-10,2025-03-14,2025-11-03,,USD,,206389,low,standard,0.45,40291.68
1569,OPP-01569,591,Summit Supply Co Net New,Closed Lost,lost,net_new,enterprise,apac,2025-05-09,2024-10-19,2025-05-26,36,USD,2723,5240089,high,enterprise,0.3,1167057.54
1570,OPP-01570,591,Summit Supply Co Renewal,Closed Won,won,renewal,enterprise,apac,2025-05-15,2025-04-22,2025-06-13,36,USD,1545,1441035,high,premium,0.4,681684.79
1571,OPP-01571,591,Summit Supply Co Renewal,Closed Won,won,renewal,enterprise,apac,2025-09-06,2025-08-05,2025-11-19,24,USD,3100,8183797,high,premium,0.33,940589.23
1572,OPP-01572,591,Summit Supply Co Net New,Closed Lost,lost,net_new,enterprise,apac,2025-02-25,2024-11-07,2025-04-11,,USD,5013,,high,enterprise,0.47,619474.62
1573,OPP-01573,592,Granite Commerce Partners Net New,Closed Lost,lost,net_new,smb,emea,2024-01-07,2023-09-18,,12,USD,100,296468,low,standard,0.49,30730.4
1574,OPP-01574,592,Granite Commerce Partners Net New,Closed Won,won,net_new,smb,emea,2023-02-07,2022-07-25,2023-02-25,12,USD,80,74447,low,standard,0.45,23894.72
1575,OPP-01575,593,Meridian Operations Net New,Closed Lost,lost,net_new,mid_market,emea,2023-05-10,2022-12-01,2023-06-29,,USD,380,314111,high,premium,0.59,112383.47
1576,OPP-01576,593,Meridian Operations Renewal,Closed Won,won,renewal,mid_market,emea,2023-07-13,2023-04-20,2023-09-14,24,USD,525,1173688,medium,enterprise,0.32,162381.16
1577,OPP-01577,593,Meridian Operations Net New,Closed Lost,lost,net_new,mid_market,emea,2024-01-27,2023-09-08,2024-02-23,12,USD,397,1680643,medium,standard,0.44,
1578,OPP-01578,594,Apex Distribution Net New,Closed Lost,lost,net_new,mid_market,na,2023-05-13,2023-01-31,2023-05-28,24,USD,,983533,medium,premium,0.5,89152.59
1579,OPP-01579,595,Bluewave Cargo Systems Net New,Closed Won,won,net_new,smb,na,2025-02-02,2024-10-02,2025-04-10,12,USD,151,122791,low,standard,0.51,36453.45
1580,OPP-01580,596,Ironwood Retail Holdings Net New,Closed Lost,lost,net_new,smb,na,2023-03-30,2023-01-07,,,USD,129,259187,medium,standard,0.58,56194.34
1581,OPP-01581,597,Crescent Trade Group Expansion,Closed Lost,lost,expansion,smb,na,2023-04-14,2022-12-18,,12,USD,76,384454,low,standard,0.49,26626.29
1582,OPP-01582,597,Crescent Trade Group Expansion,Closed Lost,lost,expansion,smb,na,2023-06-03,2023-02-02,2023-08-15,12,USD,107,190720,low,premium,0.6,
1583,OPP-01583,598,Pioneer Global Freight Expansion,Closed Lost,lost,expansion,enterprise,emea,2024-01-24,2023-11-14,2024-03-31,48,USD,3221,5023621,high,enterprise,0.65,2038347.62
1584,OPP-01584,598,Pioneer Global Freight Expansion,Closed Lost,lost,expansion,enterprise,emea,2023-11-24,2023-09-10,,24,USD,6882,5090143,high,enterprise,0.57,
1585,OPP-01585,598,Pioneer Global Freight Renewal,Closed Won,won,renewal,enterprise,emea,2023-02-12,2022-11-21,2023-03-28,24,USD,3299,1601926,medium,enterprise,0.63,546344.16
1586,OPP-01586,598,Pioneer Global Freight Expansion,Closed Lost,lost,expansion,enterprise,emea,2024-02-17,2023-12-06,,36,USD,4973,9518443,high,standard,0.68,2491347.94
1587,OPP-01587,599,Vector Industrial Expansion,Closed Won,won,expansion,mid_market,apac,2024-02-22,2023-10-24,2024-04-21,36,USD,555,626819,low,premium,0.41,187561.18
1588,OPP-01588,599,Vector Industrial Expansion,Closed Won,won,expansion,mid_market,apac,2025-09-18,2025-08-13,2025-10-03,36,USD,823,1713063,medium,premium,0.59,470846.49
1589,OPP-01589,600,Northstar Logistics Expansion,Closed Lost,lost,expansion,mid_market,emea,2023-02-25,2023-01-25,2023-04-22,24,USD,343,1413025,low,premium,0.28,72657.85
1590,OPP-01590,600,Northstar Logistics Renewal,Closed Won,won,renewal,mid_market,emea,2024-07-08,2024-06-11,2024-08-03,12,USD,465,1614865,low,standard,0.23,63754.63
1591,OPP-01591,600,Northstar Logistics Net New,Closed Lost,lost,net_new,mid_market,emea,2023-09-04,2023-02-20,2023-11-02,,USD,860,1060498,medium,standard,0.56,
1592,OPP-01592,601,Harbor Supply Co Net New,Closed Won,won,net_new,mid_market,apac,2024-01-22,2023-08-31,2024-02-29,12,USD,660,531882,medium,enterprise,0.24,138485.49
1593,OPP-01593,601,Harbor Supply Co Net New,Closed Lost,lost,net_new,mid_market,apac,2023-12-25,2023-10-13,2024-03-06,12,USD,346,386088,medium,premium,0.41,91208.24
1594,OPP-01594,601,Harbor Supply Co Net New,Closed Won,won,net_new,mid_market,apac,2023-04-16,2023-03-01,2023-06-02,24,USD,392,1689643,medium,standard,0.49,185538.05
1595,OPP-01595,602,Atlas Commerce Partners Expansion,Closed Lost,lost,expansion,enterprise,emea,2024-07-24,2024-03-24,2024-08-19,12,USD,5303,1476799,high,enterprise,0.77,586719.52
1596,OPP-01596,602,Atlas Commerce Partners Renewal,Closed Won,won,renewal,enterprise,emea,2024-03-09,2024-01-07,2024-04-06,24,USD,4315,7675325,high,enterprise,0.4,1085461.77
1597,OPP-01597,602,Atlas Commerce Partners Expansion,Closed Lost,lost,expansion,enterprise,emea,2023-10-02,2023-06-24,2023-11-12,36,USD,5795,,high,premium,0.54,1777487.12
1598,OPP-01598,602,Atlas Commerce Partners Renewal,Closed Won,won,renewal,enterprise,emea,2025-01-08,2024-11-25,2025-02-24,24,USD,927,5944310,high,enterprise,0.59,245109.29
1599,OPP-01599,603,Summit Operations Net New,Closed Lost,lost,net_new,mid_market,na,2025-01-26,2024-09-12,2025-03-02,24,USD,566,1430313,medium,enterprise,0.43,188126.61
1600,OPP-01600,603,Summit Operations Renewal,Closed Won,won,renewal,mid_market,na,2024-05-26,2024-03-03,2024-07-05,36,USD,398,1356761,medium,standard,0.37,245395.7
1601,OPP-01601,603,Summit Operations Net New,Closed Lost,lost,net_new,mid_market,na,2025-01-29,2024-10-13,2025-03-02,,USD,710,1160446,medium,enterprise,0.59,126669.45
1602,OPP-01602,604,Granite Distribution Renewal,Closed Won,won,renewal,enterprise,na,2023-01-28,2022-12-25,2023-03-30,12,USD,4975,3730993,medium,premium,0.61,414668.12
1603,OPP-01603,604,Granite Distribution Renewal,Closed Won,won,renewal,enterprise,na,2025-08-27,2025-07-23,2025-11-03,12,USD,2964,2806331,medium,premium,0.54,402430.5
1604,OPP-01604,604,Granite Distribution Net New,Closed Lost,lost,net_new,enterprise,na,2025-01-07,2024-08-04,2025-03-11,36,USD,6272,6463602,high,premium,0.74,2201099.96
1605,OPP-01605,604,Granite Distribution Renewal,Closed Won,won,renewal,enterprise,na,2025-06-20,2025-04-08,2025-08-15,12,USD,5642,4962793,medium,premium,0.22,562334.39
1606,OPP-01606,605,Meridian Cargo Systems Net New,Closed Won,won,net_new,smb,latam,2024-02-02,2023-08-29,2024-03-27,48,USD,86,164810,low,standard,0.19,85949.05
1607,OPP-01607,605,Meridian Cargo Systems Net New,Closed Lost,lost,net_new,smb,latam,2023-05-17,2022-12-09,2023-06-20,12,USD,38,207569,low,standard,0.4,
1608,OPP-01608,606,Apex Retail Holdings Net New,Closed Lost,lost,net_new,mid_market,apac,2023-05-17,2022-12-01,2023-06-02,24,USD,199,332057,medium,premium,0.5,103263.4
1609,OPP-01609,606,Apex Retail Holdings Net New,Closed Lost,lost,net_new,mid_market,apac,2023-04-30,2022-10-20,2023-07-04,36,USD,588,987797,medium,standard,0.3,279679.77
1610,OPP-01610,607,Bluewave Trade Group Net New,Closed Lost,lost,net_new,strategic,latam,2023-04-03,2022-11-02,,,USD,10542,6538752,high,enterprise,0.71,
1611,OPP-01611,607,Bluewave Trade Group Net New,Closed Lost,lost,net_new,strategic,latam,2023-02-16,2022-10-28,2023-04-20,36,USD,10914,9484381,high,premium,0.41,5042132.73
1612,OPP-01612,607,Bluewave Trade Group Net New,Closed Lost,lost,net_new,strategic,latam,2024-10-06,2024-06-07,2024-12-12,24,USD,4965,10758144,high,premium,0.79,1543553.39
1613,OPP-01613,607,Bluewave Trade Group Renewal,Closed Won,won,renewal,strategic,latam,2023-04-22,2023-02-10,2023-06-13,48,USD,14395,19598673,high,enterprise,0.17,8666998.21
1614,OPP-01614,608,Ironwood Global Freight Net New,Closed Lost,lost,net_new,mid_market,na,2024-01-04,2023-10-16,2024-02-06,36,USD,498,367644,medium,premium,0.31,292175.86
1615,OPP-01615,608,Ironwood Global Freight Net New,Closed Lost,lost,net_new,mid_market,na,2025-02-15,2024-12-24,,24,USD,309,,medium,standard,0.29,162909.95
1616,OPP-01616,608,Ironwood Global Freight Net New,Closed Lost,lost,net_new,mid_market,na,2023-05-18,2023-02-25,2023-06-03,60,USD,219,1352271,medium,premium,0.45,331385.01
1617,OPP-01617,609,Crescent Industrial Renewal,Closed Won,won,renewal,smb,emea,2025-09-18,2025-07-24,2025-11-06,24,USD,62,83630,low,standard,0.25,67094.13
1618,OPP-01618,609,Crescent Industrial Expansion,Closed Lost,lost,expansion,smb,emea,2024-11-09,2024-06-23,2024-11-24,12,USD,113,405094,low,standard,0.35,
1619,OPP-01619,609,Crescent Industrial Net New,Closed Lost,lost,net_new,smb,emea,2024-09-17,2024-02-29,2024-11-21,12,USD,97,243864,low,standard,0.28,
1620,OPP-01620,610,Pioneer Logistics Renewal,Closed Won,won,renewal,strategic,apac,2023-01-02,2022-11-12,2023-02-09,36,USD,6065,15063203,high,enterprise,0.08,2626021.24
1621,OPP-01621,610,Pioneer Logistics Net New,Closed Lost,lost,net_new,strategic,apac,2024-08-17,2024-04-05,2024-10-05,60,USD,14249,6722881,high,enterprise,0.69,8255748.88
1622,OPP-01622,610,Pioneer Logistics Renewal,Closed Won,won,renewal,strategic,apac,2023-11-08,2023-08-20,2024-01-08,24,USD,16426,5423852,high,premium,0.78,2460743.02
1623,OPP-01623,610,Pioneer Logistics Renewal,Closed Won,won,renewal,strategic,apac,2025-09-09,2025-06-23,2025-10-28,36,USD,17518,8922575,high,premium,0.12,5002372.25
1624,OPP-01624,610,Pioneer Logistics Expansion,Closed Lost,lost,expansion,strategic,apac,2024-09-12,2024-06-17,2024-09-28,36,USD,,18914806,high,enterprise,0.72,
1625,OPP-01625,611,Vector Supply Co Net New,Closed Lost,lost,net_new,enterprise,emea,2025-07-06,2025-01-04,2025-08-28,24,USD,1872,2247415,high,standard,0.36,497883.34
1626,OPP-01626,611,Vector Supply Co Renewal,Closed Won,won,renewal,enterprise,emea,2023-05-02,2023-03-05,2023-06-22,24,USD,5526,1230312,medium,enterprise,0.44,902663.33
1627,OPP-01627,611,Vector Supply Co Expansion,Closed Lost,lost,expansion,enterprise,emea,2025-05-17,2025-01-21,,24,USD,2667,6313924,medium,premium,0.69,803948.63
1628,OPP-01628,611,Vector Supply Co Renewal,Closed Won,won,renewal,enterprise,emea,2024-06-28,2024-05-23,2024-08-23,12,USD,4528,4818209,medium,premium,0.54,478502.43
1629,OPP-01629,612,Northstar Commerce Partners Net New,Closed Lost,lost,net_new,strategic,na,2025-09-08,2025-03-16,2025-10-08,36,USD,7401,13737780,high,enterprise,0.88,4399299.55
1630,OPP-01630,612,Northstar Commerce Partners Net New,Closed Won,won,net_new,strategic,na,2024-11-04,2024-09-01,2024-12-25,36,USD,12977,5088998,high,premium,0.48,2600227.7
1631,OPP-01631,612,Northstar Commerce Partners Net New,Closed Lost,lost,net_new,strategic,na,2024-12-10,2024-07-17,2025-01-14,36,USD,6423,12774660,high,enterprise,0.52,2960699.02
1632,OPP-01632,612,Northstar Commerce Partners Expansion,Closed Won,won,expansion,strategic,na,2024-09-02,2024-07-28,2024-10-24,60,USD,8696,15152608,high,premium,0.37,5240601.85
1633,OPP-01633,613,Harbor Operations Renewal,Closed Won,won,renewal,smb,apac,2025-12-20,2025-11-28,2026-02-08,12,USD,60,183026,low,standard,0.21,21783.54
1634,OPP-01634,613,Harbor Operations Net New,Closed Lost,lost,net_new,smb,apac,2023-04-05,2023-01-23,2023-06-13,12,USD,48,313882,low,standard,0.63,27677.57
1635,OPP-01635,613,Harbor Operations Renewal,Closed Won,won,renewal,smb,apac,2023-12-09,2023-09-28,2024-01-07,12,USD,105,73138,low,standard,0.33,40411.92
1636,OPP-01636,614,Atlas Distribution Net New,Closed Lost,lost,net_new,smb,emea,2023-07-29,2023-04-25,2023-10-11,12,USD,,158994,low,standard,0.44,37673.88
1637,OPP-01637,614,Atlas Distribution Net New,Closed Lost,lost,net_new,smb,emea,2023-12-10,2023-09-18,2024-02-18,24,USD,68,81889,low,premium,0.25,68311.31
1638,OPP-01638,615,Summit Cargo Systems Net New,Closed Lost,lost,net_new,strategic,na,2024-04-21,2023-12-19,2024-05-15,24,USD,6720,22852264,high,enterprise,0.85,2367460.85
1639,OPP-01639,615,Summit Cargo Systems Renewal,Closed Won,won,renewal,strategic,na,2023-05-02,2023-04-03,2023-06-22,36,USD,5933,8856161,high,enterprise,0.6,2384710.87
1640,OPP-01640,615,Summit Cargo Systems Expansion,Closed Lost,lost,expansion,strategic,na,2025-07-16,2025-04-25,,,USD,11457,10949993,high,enterprise,0.45,1972945.01
1641,OPP-01641,615,Summit Cargo Systems Net New,Closed Lost,lost,net_new,strategic,na,2023-03-01,2022-11-28,2023-05-03,60,USD,8774,8722616,high,enterprise,0.6,5177644.28
1642,OPP-01642,616,Granite Retail Holdings Expansion,Closed Lost,lost,expansion,smb,apac,2023-09-19,2023-07-22,2023-11-08,,USD,23,394082,low,premium,0.27,35958.92
1643,OPP-01643,616,Granite Retail Holdings Net New,Closed Lost,lost,net_new,smb,apac,2024-01-27,2023-10-27,2024-02-14,12,USD,,134189,medium,standard,0.58,53207.55
1644,OPP-01644,616,Granite Retail Holdings Expansion,Closed Lost,lost,expansion,smb,apac,2025-11-29,2025-10-14,2026-01-29,36,USD,202,,low,standard,0.24,117339.25
1645,OPP-01645,617,Meridian Trade Group Renewal,Closed Won,won,renewal,strategic,na,2023-09-10,2023-08-16,2023-09-25,12,USD,14719,12377147,high,enterprise,0.68,1832583.82
1646,OPP-01646,617,Meridian Trade Group Expansion,Closed Lost,lost,expansion,strategic,na,2024-01-24,2023-12-15,2024-02-11,48,USD,,14647155,high,enterprise,0.67,7372940.97
1647,OPP-01647,617,Meridian Trade Group Expansion,Closed Lost,lost,expansion,strategic,na,2023-03-30,2022-11-30,2023-04-21,24,USD,9070,19435850,high,premium,0.75,2610203.03
1648,OPP-01648,617,Meridian Trade Group Renewal,Closed Won,won,renewal,strategic,na,2023-06-25,2023-05-19,2023-08-13,36,USD,10310,11888912,high,premium,0.64,3717800.52
1649,OPP-01649,618,Apex Global Freight Net New,Closed Lost,lost,net_new,smb,na,2025-11-09,2025-07-16,2025-12-03,,USD,72,211777,low,standard,0.44,
1650,OPP-01650,619,Bluewave Industrial Renewal,Closed Won,won,renewal,enterprise,apac,2025-05-29,2025-04-24,2025-07-12,36,USD,3333,4115303,high,enterprise,0.81,1479834.63
1651,OPP-01651,619,Bluewave Industrial Net New,Closed Lost,lost,net_new,enterprise,apac,2024-03-30,2024-01-04,2024-06-12,48,USD,5460,2823721,high,premium,0.61,2539923.24
1652,OPP-01652,619,Bluewave Industrial Expansion,Closed Lost,lost,expansion,enterprise,apac,2025-08-24,2025-06-21,2025-11-07,24,USD,8281,5141206,high,premium,0.7,1538538.89
1653,OPP-01653,619,Bluewave Industrial Renewal,Closed Won,won,renewal,enterprise,apac,2025-03-14,2025-01-09,2025-05-02,36,USD,1791,3491686,high,premium,0.28,1038087.26
1654,OPP-01654,620,Ironwood Logistics Net New,Closed Lost,lost,net_new,smb,na,2023-08-09,2023-01-15,2023-09-15,,USD,46,252195,medium,standard,0.25,62766.62
1655,OPP-01655,620,Ironwood Logistics Net New,Closed Lost,lost,net_new,smb,na,2025-03-06,2024-12-21,,36,USD,137,205587,low,standard,0.13,104306.15
1656,OPP-01656,621,Crescent Supply Co Expansion,Closed Lost,lost,expansion,smb,na,2023-03-14,2023-01-20,,24,USD,22,337167,low,standard,0.27,55215.98
1657,OPP-01657,621,Crescent Supply Co Net New,Closed Lost,lost,net_new,smb,na,2023-07-26,2023-05-12,,12,USD,127,375965,low,premium,0.28,54939.17
1658,OPP-01658,622,Pioneer Commerce Partners Net New,Closed Lost,lost,net_new,enterprise,na,2025-09-15,2025-03-02,,48,USD,2505,5852902,high,premium,0.69,
1659,OPP-01659,622,Pioneer Commerce Partners Expansion,Closed Lost,lost,expansion,enterprise,na,2023-12-27,2023-10-05,2024-02-24,36,USD,2061,4010620,high,standard,0.42,1077473.04
1660,OPP-01660,623,Vector Operations Expansion,Closed Lost,lost,expansion,strategic,latam,2023-01-02,2022-10-26,2023-03-02,24,USD,,16078121,high,premium,0.41,1889383.46
1661,OPP-01661,623,Vector Operations Expansion,Closed Lost,lost,expansion,strategic,latam,2023-10-24,2023-09-08,2023-11-24,,USD,17379,21269522,high,premium,0.32,3202234.66
1662,OPP-01662,623,Vector Operations Net New,Closed Lost,lost,net_new,strategic,latam,2025-06-02,2025-02-11,2025-07-23,,USD,16576,,high,enterprise,0.71,3012495.78
1663,OPP-01663,623,Vector Operations Renewal,Closed Won,won,renewal,strategic,latam,2023-12-31,2023-11-18,2024-02-19,12,USD,7709,8247530,high,enterprise,0.45,1582134.69
1664,OPP-01664,624,Northstar Distribution Net New,Closed Lost,lost,net_new,enterprise,emea,2024-12-09,2024-10-10,2025-02-14,,USD,5441,1342187,high,standard,0.8,690382.54
1665,OPP-01665,624,Northstar Distribution Net New,Closed Lost,lost,net_new,enterprise,emea,2023-07-30,2023-04-12,2023-10-08,24,USD,5861,2858386,high,standard,0.42,1198279.15
1666,OPP-01666,624,Northstar Distribution Net New,Closed Lost,lost,net_new,enterprise,emea,2025-02-11,2024-09-27,2025-03-19,36,USD,5072,2430272,high,premium,0.79,2228074.67
1667,OPP-01667,625,Harbor Cargo Systems Renewal,Closed Won,won,renewal,enterprise,emea,2024-09-19,2024-08-01,2024-11-22,48,USD,4465,7368454,high,enterprise,0.12,3219748.71
1668,OPP-01668,625,Harbor Cargo Systems Renewal,Closed Won,won,renewal,enterprise,emea,2025-10-28,2025-09-23,2025-12-23,24,USD,859,5530774,high,premium,0.56,287068.42
1669,OPP-01669,625,Harbor Cargo Systems Renewal,Closed Won,won,renewal,enterprise,emea,2023-08-25,2023-07-12,2023-09-23,48,USD,3110,3013760,high,premium,0.7,1182277.97
1670,OPP-01670,626,Atlas Retail Holdings Renewal,Closed Won,won,renewal,smb,na,2025-07-30,2025-06-20,2025-09-12,24,USD,91,122013,low,standard,0.14,67046.16
1671,OPP-01671,626,Atlas Retail Holdings Net New,Closed Won,won,net_new,smb,na,2024-07-21,2024-06-05,2024-08-18,24,USD,143,204704,low,standard,0.22,71095.33
1672,OPP-01672,627,Summit Trade Group Net New,Closed Lost,lost,net_new,enterprise,na,2024-02-03,2023-10-31,,48,USD,5907,4571639,high,enterprise,0.76,4138188.46
1673,OPP-01673,627,Summit Trade Group Net New,Closed Lost,lost,net_new,enterprise,na,2023-11-16,2023-09-08,2023-12-29,24,USD,4879,7870779,high,enterprise,0.81,1282539.56
1674,OPP-01674,628,Granite Global Freight Net New,Closed Lost,lost,net_new,smb,na,2025-04-09,2025-01-21,2025-05-15,12,USD,135,253426,low,standard,0.44,36217.07
1675,OPP-01675,628,Granite Global Freight Net New,Closed Lost,lost,net_new,smb,na,2023-10-18,2023-06-06,2023-12-03,12,USD,120,214400,medium,standard,0.59,67198.09
1676,OPP-01676,629,Meridian Industrial Renewal,Closed Won,won,renewal,mid_market,emea,2023-08-09,2023-07-07,2023-10-20,12,USD,843,1686370,medium,premium,0.0,132773.58
1677,OPP-01677,629,Meridian Industrial Renewal,Closed Won,won,renewal,mid_market,emea,2024-11-08,2024-10-12,2024-12-25,12,USD,212,1724269,low,enterprise,0.16,31963.44
1678,OPP-01678,629,Meridian Industrial Renewal,Closed Won,won,renewal,mid_market,emea,2024-03-20,2024-01-28,2024-05-28,12,USD,648,354574,medium,standard,0.49,74127.28
1679,OPP-01679,630,Apex Logistics Renewal,Closed Won,won,renewal,strategic,na,2023-04-08,2023-02-21,2023-05-17,12,USD,4849,14468298,high,enterprise,0.22,807478.02
1680,OPP-01680,630,Apex Logistics Expansion,Closed Lost,lost,expansion,strategic,na,2025-12-02,2025-07-25,2025-12-20,36,USD,18895,22120808,high,enterprise,0.75,10906677.16
1681,OPP-01681,630,Apex Logistics Renewal,Closed Won,won,renewal,strategic,na,2023-09-19,2023-07-14,2023-10-08,24,USD,12686,12498466,high,enterprise,0.75,2870288.63
1682,OPP-01682,630,Apex Logistics Net New,Closed Lost,lost,net_new,strategic,na,2024-02-11,2023-12-13,2024-04-05,12,USD,11204,22522277,high,enterprise,0.55,1558586.65
1683,OPP-01683,630,Apex Logistics Expansion,Closed Lost,lost,expansion,strategic,na,2025-08-02,2025-04-15,2025-09-02,36,USD,17434,8438614,high,enterprise,0.48,7153270.96
1684,OPP-01684,631,Bluewave Supply Co Net New,Closed Lost,lost,net_new,mid_market,emea,2025-11-07,2025-06-14,2025-12-15,12,USD,,,medium,premium,0.31,68414.56
1685,OPP-01685,631,Bluewave Supply Co Net New,Closed Lost,lost,net_new,mid_market,emea,2024-12-13,2024-08-16,2025-02-13,12,USD,705,443399,high,enterprise,0.23,193894.9
1686,OPP-01686,631,Bluewave Supply Co Net New,Closed Lost,lost,net_new,mid_market,emea,2024-09-16,2024-03-02,2024-10-28,12,USD,525,,medium,standard,0.33,
1687,OPP-01687,632,Ironwood Commerce Partners Renewal,Closed Won,won,renewal,smb,na,2024-03-24,2024-01-09,2024-04-24,24,USD,36,111682,low,standard,0.0,69127.56
1688,OPP-01688,632,Ironwood Commerce Partners Renewal,Closed Won,won,renewal,smb,na,2024-08-29,2024-06-04,2024-11-06,12,USD,104,299090,low,premium,0.44,50314.99
1689,OPP-01689,632,Ironwood Commerce Partners Expansion,Closed Lost,lost,expansion,smb,na,2025-08-17,2025-05-18,2025-10-02,12,USD,29,,low,standard,0.12,23892.49
1690,OPP-01690,633,Crescent Operations Renewal,Closed Won,won,renewal,strategic,emea,2023-04-07,2023-01-26,2023-05-13,60,USD,8739,18748502,high,premium,0.63,5750802.6
1691,OPP-01691,633,Crescent Operations Renewal,Closed Won,won,renewal,strategic,emea,2025-02-02,2024-12-10,2025-04-14,36,USD,18162,22220118,medium,enterprise,0.17,4981819.38
1692,OPP-01692,633,Crescent Operations Renewal,Closed Won,won,renewal,strategic,emea,2025-11-06,2025-09-12,2026-01-16,12,USD,6282,16345435,high,premium,0.3,1040678.92
1693,OPP-01693,633,Crescent Operations Net New,Closed Lost,lost,net_new,strategic,emea,2023-06-02,2022-12-07,2023-06-19,48,USD,10353,21003772,high,enterprise,0.64,5597757.7
1694,OPP-01694,634,Pioneer Distribution Expansion,Closed Lost,lost,expansion,strategic,apac,2023-09-02,2023-05-12,2023-11-05,36,USD,20133,13290792,high,enterprise,0.39,
1695,OPP-01695,634,Pioneer Distribution Renewal,Closed Won,won,renewal,strategic,apac,2023-05-29,2023-03-05,2023-07-10,60,USD,12310,9557072,high,enterprise,0.09,5508551.66
1696,OPP-01696,634,Pioneer Distribution Expansion,Closed Lost,lost,expansion,strategic,apac,2023-01-29,2022-10-17,2023-02-18,48,USD,12022,24683828,high,enterprise,0.38,10587016.01
1697,OPP-01697,634,Pioneer Distribution Expansion,Closed Lost,lost,expansion,strategic,apac,2025-04-29,2025-01-20,2025-05-19,,USD,16013,28644446,high,enterprise,0.89,2264263.68
1698,OPP-01698,635,Vector Cargo Systems Net New,Closed Lost,lost,net_new,enterprise,na,2025-05-10,2024-11-13,,36,USD,5417,6068463,high,enterprise,0.43,
1699,OPP-01699,635,Vector Cargo Systems Net New,Closed Lost,lost,net_new,enterprise,na,2023-04-13,2022-10-01,,48,USD,934,3057741,high,premium,0.67,888682.12
1700,OPP-01700,635,Vector Cargo Systems Net New,Closed Lost,lost,net_new,enterprise,na,2025-01-31,2024-09-04,2025-03-09,12,USD,6184,5583264,high,premium,0.48,1389133.78
1701,OPP-01701,636,Northstar Retail Holdings Net New,Closed Lost,lost,net_new,smb,na,2023-05-08,2023-01-17,2023-06-15,12,USD,102,297575,medium,standard,0.41,60554.45
1702,OPP-01702,636,Northstar Retail Holdings Net New,Closed Lost,lost,net_new,smb,na,2024-09-28,2024-06-17,,12,USD,116,,low,premium,0.23,53696.68
1703,OPP-01703,637,Harbor Trade Group Expansion,Closed Won,won,expansion,smb,na,2025-10-19,2025-07-13,2025-11-21,36,USD,47,335700,low,premium,0.12,109231.91
1704,OPP-01704,638,Atlas Global Freight Renewal,Closed Won,won,renewal,mid_market,latam,2024-09-12,2024-06-15,2024-10-12,12,USD,711,760377,low,premium,0.34,100788.13
1705,OPP-01705,638,Atlas Global Freight Renewal,Closed Won,won,renewal,mid_market,latam,2024-11-17,2024-09-06,2024-12-28,24,USD,294,1853262,low,premium,0.22,158688.69
1706,OPP-01706,638,Atlas Global Freight Renewal,Closed Won,won,renewal,mid_market,latam,2023-05-14,2023-03-08,2023-07-01,12,USD,461,337537,low,premium,0.36,55693.14
1707,OPP-01707,639,Summit Industrial Expansion,Closed Lost,lost,expansion,strategic,emea,2023-05-07,2023-03-31,,48,USD,16850,18015606,high,enterprise,0.87,10006393.36
1708,OPP-01708,639,Summit Industrial Renewal,Closed Won,won,renewal,strategic,emea,2024-01-11,2023-12-22,2024-01-27,36,USD,6758,19369322,high,enterprise,0.45,3507911.49
1709,OPP-01709,639,Summit Industrial Renewal,Closed Won,won,renewal,strategic,emea,2024-04-16,2024-03-06,2024-05-14,24,USD,11174,15168456,high,premium,0.35,2804933.94
