price_snapshot_id,opportunity_id,snapshot_version,snapshot_date,pricing_stage,total_contract_value,annual_subscription_fee,implementation_fee,support_fee,transaction_fee_per_unit,discount_pct,contract_length_months,pricing_notes
3779,1632,1,2024-08-05,initial,5602308.41,865999.86,197138.2,119104.24,0.00776,20.07,60,commercial review in progress
3780,1632,2,2024-08-17,negotiation,5335208.79,820559.09,195415.46,114560.16,0.00751,24.27,60,commercial review in progress
3781,1632,3,2024-08-29,approval,5240601.85,804480.11,194805.87,112952.26,0.00742,25.75,60,
3782,1633,1,2025-12-01,initial,23054.34,19637.75,1845.57,1571.02,,0.0,12,commercial review in progress
3783,1633,2,2025-12-05,negotiation,23038.41,19623.01,1845.29,1570.11,,0.08,12,
3784,1633,3,2025-12-10,approval,22142.58,18793.79,1829.71,1519.08,,4.3,12,
3785,1633,4,2025-12-16,final,21783.54,18461.45,1823.46,1498.63,,5.99,12,
3786,1634,1,2023-04-01,initial,27677.57,17524.5,,1438.31,0.01145,10.1,12,
3787,1635,1,2023-10-18,initial,41949.63,36006.45,2326.92,2891.95,0.0126,1.69,12,
3788,1635,2,2023-11-11,negotiation,41223.61,35339.2,2318.41,2850.89,0.01244,3.51,12,
3789,1635,3,2023-12-05,approval,40411.92,34592.74,2308.89,2804.95,0.01227,5.55,12,
3790,1636,1,2023-07-25,initial,37673.88,,6720.4,2346.1,,9.82,,
3791,1637,1,2023-12-06,initial,68311.31,,6506.43,3538.2,0.01031,8.26,,commercial review in progress
3792,1638,1,2024-01-25,initial,2476392.32,778017.19,264415.88,148128.55,,20.01,24,
3793,1638,2,2024-03-06,negotiation,2412770.96,753594.74,263032.69,,0.00852,22.52,24,
3794,1638,3,2024-04-17,approval,2367460.85,736308.91,,142353.56,,24.3,24,
3795,1639,1,2023-04-08,initial,2530445.12,688301.71,75077.69,130154.1,,17.96,36,
3796,1639,2,2023-04-18,negotiation,2460755.42,668007.38,74700.95,127344.11,,20.38,36,commercial review in progress
3797,1639,3,2023-04-28,approval,2384710.87,645862.45,74289.85,124277.89,,23.02,36,
3798,1640,1,2025-07-12,initial,1972945.01,1332598.76,299404.92,,,23.93,,
3799,1641,1,2023-01-09,initial,5254716.01,773050.53,274111.72,149675.05,0.00883,24.69,60,
3800,1641,2,2023-02-25,negotiation,5177644.28,,273395.01,147908.75,0.00874,25.93,60,commercial review in progress
3801,1642,1,2023-08-16,initial,36254.17,25084.94,4345.46,3352.45,0.00959,10.83,,
3802,1642,2,2023-09-15,negotiation,35958.92,24843.22,4337.82,3328.28,0.00953,11.69,,
3803,1643,1,2023-12-08,initial,53775.99,30254.32,21013.86,,,13.54,12,
3804,1643,2,2024-01-23,negotiation,53207.55,29774.62,,,,14.91,12,
3805,1644,1,2025-10-25,initial,122423.92,32672.03,,,0.01104,7.08,,
3806,1644,2,2025-11-09,negotiation,118708.51,31590.82,,,0.01081,10.15,36,commercial review in progress
3807,1644,3,2025-11-25,approval,117339.25,31194.08,4761.89,,0.01072,11.28,36,commercial review in progress
3808,1645,1,2023-08-19,initial,2005766.96,1568668.76,146212.56,290885.64,,11.57,12,
3809,1645,2,2023-08-24,negotiation,1916214.57,1491156.83,144904.53,280153.21,,15.94,12,commercial review in progress
3810,1645,3,2023-08-30,approval,1875604.6,1456006.93,144311.36,275286.31,,17.92,12,commercial review in progress
3811,1645,4,2023-09-06,final,1832583.82,1418770.37,143682.98,270130.47,,20.02,12,
3812,1646,1,2023-12-31,initial,7523721.63,,306390.94,269033.52,,21.17,48,commercial review in progress
3813,1646,2,2024-01-20,negotiation,7372940.97,1376013.78,305266.17,,0.00899,22.93,48,
3814,1647,1,2023-01-25,initial,2635761.09,,217742.26,,0.0077,21.32,,
3815,1647,2,2023-03-26,negotiation,2610203.03,,217341.37,131367.83,,22.2,24,commercial review in progress
3816,1648,1,2023-05-27,initial,3982898.86,1135444.94,113809.63,154251.47,,16.32,36,
3817,1648,2,2023-06-08,negotiation,3832444.69,1090091.09,113023.15,149716.09,,19.66,36,
3818,1648,3,2023-06-21,approval,3717800.52,1055532.04,112423.86,146260.18,,22.21,36,
3819,1650,1,2025-05-01,initial,1541272.68,392046.86,49060.93,74659.7,0.00838,20.08,36,
3820,1650,2,2025-05-13,negotiation,1505169.75,381956.05,48850.64,73262.51,0.00825,22.14,36,
3821,1650,3,2025-05-25,approval,1479834.63,374870.92,48702.99,72281.5,0.00816,23.58,36,
3822,1651,1,2024-01-28,initial,2601522.21,507040.02,187890.69,69973.02,,21.06,48,commercial review in progress
3823,1651,2,2024-02-26,negotiation,2574793.67,501213.04,187534.79,69390.32,0.01,21.97,48,commercial review in progress
3824,1651,3,2024-03-26,approval,2539923.24,493607.97,187070.29,68629.81,,23.15,48,
3825,1652,1,2025-07-19,initial,1569676.83,592790.32,,,0.008,21.87,,
3826,1652,2,2025-08-20,negotiation,1538538.89,579346.55,145175.98,80695.78,0.00789,23.64,24,commercial review in progress
3827,1653,1,2025-01-26,initial,1099040.04,287000.06,37013.52,38178.25,0.00939,9.16,36,commercial review in progress
3828,1653,2,2025-02-16,negotiation,1070386.77,278850.7,36819.02,37363.31,0.00922,11.74,36,
3829,1653,3,2025-03-10,approval,1038087.26,269687.49,36600.31,36446.99,0.00902,14.64,36,
3830,1654,1,2023-08-05,initial,62766.62,35683.55,21818.49,2900.33,,6.48,,commercial review in progress
3831,1655,1,2025-03-02,initial,104306.15,28532.44,6695.58,2333.36,,8.79,,
3832,1656,1,2023-03-10,initial,55215.98,,4055.82,1704.18,0.01132,11.8,,
3833,1657,1,2023-07-22,initial,54939.17,39072.14,7783.65,,,11.27,12,commercial review in progress
3834,1659,1,2023-10-28,initial,1098992.89,310841.24,87795.43,26224.58,,19.13,36,
3835,1659,2,2023-11-25,negotiation,1097427.98,,87772.43,,,19.25,36,commercial review in progress
3836,1659,3,2023-12-23,approval,1077473.04,304183.11,87479.16,25814.85,,20.86,36,
3837,1660,1,2022-11-13,initial,1971485.11,703927.71,161335.46,95845.93,,17.03,24,
3838,1660,2,2022-12-06,negotiation,1922949.78,683906.06,160547.16,93843.77,,19.39,24,
3839,1660,3,2022-12-29,approval,1889383.46,670096.89,,,,21.02,24,
3840,1661,1,2023-10-20,initial,3202234.66,2413336.52,465179.31,323718.83,,12.12,,
3841,1662,1,2025-05-29,initial,3012495.78,1973224.88,653713.14,385557.76,,27.04,,
3842,1663,1,2023-11-24,initial,1699596.1,1285358.93,115626.89,233790.49,0.00999,4.35,12,commercial review in progress
3843,1663,2,2023-12-05,negotiation,1640460.09,1235598.76,114763.04,226900.62,0.00974,8.05,12,
3844,1663,3,2023-12-16,approval,1607371.73,1207757.13,114279.69,223045.63,0.0096,10.12,12,
3845,1663,4,2023-12-27,final,1582134.69,1186539.92,113911.36,220107.86,0.00949,11.7,12,
3846,1664,1,2024-12-05,initial,690382.54,468718.52,,,,24.33,,commercial review in progress
3847,1665,1,2023-06-01,initial,1226055.66,484516.53,175848.36,40587.12,,16.95,24,
3848,1665,2,2023-07-26,negotiation,1198279.15,471806.93,175055.31,39804.99,,19.13,24,
3849,1666,1,2024-11-30,initial,2273303.68,591832.94,207064.05,80768.71,,17.75,36,commercial review in progress
3850,1666,2,2025-02-07,negotiation,2228074.67,578561.22,,,0.00821,19.59,36,commercial review in progress
3851,1667,1,2024-08-09,initial,3448898.52,654633.34,69895.08,122266.38,0.00981,14.02,48,
3852,1667,2,2024-08-21,negotiation,3365870.18,637444.13,69570.36,119886.33,0.00965,16.27,48,
3853,1667,3,2024-09-02,approval,3323531.98,628729.81,69405.75,118679.74,0.00956,17.42,48,
3854,1667,4,2024-09-15,final,3219748.71,607243.76,68999.86,115704.75,0.00936,20.24,48,
3855,1668,1,2025-09-30,initial,305847.36,124433.19,23671.16,16654.91,,11.36,24,
3856,1668,2,2025-10-12,negotiation,292459.23,118441.66,23464.41,16055.75,,15.63,24,
3857,1668,3,2025-10-24,approval,287068.42,116029.13,23381.16,15814.5,,17.35,24,
3858,1669,1,2023-07-19,initial,1294161.43,276657.7,37448.07,37520.64,,15.78,48,
3859,1669,2,2023-07-30,negotiation,1248562.79,266349.53,37205.39,36489.82,,18.92,48,
3860,1669,3,2023-08-10,approval,1203337.89,256125.84,36964.69,35467.46,,22.03,48,
3861,1669,4,2023-08-21,final,1182277.97,251364.97,36852.61,34991.37,,23.48,48,
3862,1670,1,2025-06-29,initial,70302.55,30442.87,2174.44,2457.28,0.01059,3.74,24,
3863,1670,2,2025-07-12,negotiation,68295.5,29525.25,2161.73,2400.81,0.01038,6.64,24,
3864,1670,3,2025-07-26,approval,67046.16,28953.99,2153.81,2365.65,0.01025,8.45,24,
3865,1671,1,2024-06-12,initial,77067.67,30602.5,6863.22,2490.41,0.01208,6.95,24,
3866,1671,2,2024-06-24,negotiation,74757.46,29575.57,6819.76,2427.21,0.01182,10.07,24,
3867,1671,3,2024-07-05,approval,72565.88,28601.89,6778.55,2367.29,0.01157,13.03,24,
3868,1671,4,2024-07-17,final,71095.33,27948.89,6750.91,2327.11,0.0114,15.02,24,
3869,1672,1,2023-12-13,initial,4243245.65,831035.52,,,,21.41,,commercial review in progress
3870,1672,2,2024-01-30,negotiation,4138188.46,,,,,23.57,48,
3871,1673,1,2023-09-27,initial,1322873.92,481389.22,177478.52,91308.48,,18.89,,
3872,1673,2,2023-10-20,negotiation,1299345.01,471330.15,176853.33,89915.69,,20.59,24,
3873,1673,3,2023-11-12,approval,1282539.56,464145.5,176406.78,,,21.8,24,commercial review in progress
3874,1674,1,2025-02-25,initial,36510.56,,6557.99,2243.33,,4.94,12,commercial review in progress
3875,1674,2,2025-04-05,negotiation,36217.07,,,2227.01,,5.85,12,
3876,1675,1,2023-10-14,initial,67198.09,39106.37,22579.82,3233.82,,12.73,,
3877,1676,1,2023-07-14,initial,138763.42,113046.08,10966.53,14750.81,,1.59,12,
3878,1676,2,2023-07-25,negotiation,135658.83,110272.03,10913.39,14473.41,,4.01,12,
3879,1676,3,2023-08-05,approval,132773.58,107693.97,10864.01,14215.6,,6.25,12,
3880,1677,1,2024-10-15,initial,34762.92,27678.5,2083.46,5000.96,,1.61,12,
3881,1677,2,2024-10-21,negotiation,33867.24,26901.89,2071.92,4893.43,,4.37,12,
3882,1677,3,2024-10-28,approval,32832.22,26004.46,2058.59,4769.17,,7.56,12,
3883,1677,4,2024-11-04,final,31963.44,25251.18,2047.39,4664.87,,10.24,12,
3884,1678,1,2024-02-06,initial,79631.56,65794.11,8538.39,5299.06,,2.84,12,commercial review in progress
3885,1678,2,2024-02-19,negotiation,77224.34,63579.35,8482.22,5162.77,,6.11,12,
3886,1678,3,2024-03-03,approval,75406.61,61906.96,8439.8,5059.85,,8.58,12,
3887,1678,4,2024-03-16,final,74127.28,60729.91,8409.95,4987.42,,10.32,12,
3888,1679,1,2023-02-28,initial,844854.49,656611.71,67463.88,120778.9,,8.67,12,commercial review in progress
3889,1679,2,2023-03-12,negotiation,857152.92,667236.15,67666.79,122249.98,,7.19,12,commercial review in progress
3890,1679,3,2023-03-23,approval,819170.49,634423.67,67040.11,117706.71,,11.76,12,
3891,1679,4,2023-04-04,final,807478.02,624322.71,66847.19,116308.12,,13.16,12,
3892,1680,1,2025-09-24,initial,11139160.02,2790947.07,583586.13,534434.6,0.00913,21.67,,
3893,1680,2,2025-11-28,negotiation,10906677.16,,581360.26,,0.009,23.49,36,
3894,1681,1,2023-07-26,initial,3175173.4,1285388.34,124485.02,239955.85,,13.85,24,commercial review in progress
3895,1681,2,2023-08-12,negotiation,3007611.03,1212347.28,123231.53,229842.47,,18.75,24,
3896,1681,3,2023-08-29,approval,2951434.12,1187859.56,122811.28,226451.86,,20.39,24,commercial review in progress
3897,1681,4,2023-09-15,final,2870288.63,1152487.94,122204.25,221554.25,,22.76,24,
3898,1682,1,2024-01-08,initial,,,335769.22,198597.89,,17.48,12,commercial review in progress
3899,1682,2,2024-02-07,negotiation,1558586.65,1028698.94,334502.57,195385.14,,19.3,12,
3900,1683,1,2025-05-17,initial,7471061.88,1930624.51,393172.22,363575.31,0.00851,16.69,36,
3901,1683,2,2025-06-22,negotiation,7236827.08,1864003.64,390833.5,354350.88,,19.56,36,
3902,1683,3,2025-07-29,approval,7153270.96,1840186.95,389997.42,351053.19,0.00826,20.59,36,
3903,1684,1,2025-11-03,initial,68414.56,38016.91,22275.71,5054.86,,8.99,,
3904,1685,1,2024-10-10,initial,196937.14,105647.25,68448.93,19398.69,,8.01,,commercial review in progress
3905,1685,2,2024-12-09,negotiation,193894.9,103271.25,68161.1,19069.71,0.00961,10.08,12,
3906,1687,1,2024-01-23,initial,70699.92,31715.97,2193.42,2537.28,,0.0,24,
3907,1687,2,2024-02-11,negotiation,70699.92,31715.97,2193.42,2537.28,,0.0,24,commercial review in progress
3908,1687,3,2024-03-01,approval,70117.51,31443.42,2189.65,2520.51,,0.86,24,
3909,1687,4,2024-03-20,final,69127.56,30980.16,2183.24,2492.0,,2.32,24,
3910,1688,1,2024-06-21,initial,52763.41,41511.66,2475.54,5396.52,0.01258,0.0,12,
3911,1688,2,2024-07-13,negotiation,52201.39,41030.37,2469.8,5348.39,0.01248,1.16,12,commercial review in progress
3912,1688,3,2024-08-03,approval,51468.85,40400.56,2462.29,5285.41,0.01236,2.68,12,
3913,1688,4,2024-08-25,final,50314.99,39411.17,2450.49,5186.47,0.01216,5.06,12,
3914,1689,1,2025-06-28,initial,24341.26,18137.62,3843.44,1463.37,,3.56,,
3915,1689,2,2025-08-13,negotiation,23892.49,17742.63,3827.18,1439.06,0.0107,5.66,12,
3916,1690,1,2023-02-08,initial,6134903.77,1061283.88,107332.37,144230.4,,16.44,60,
3917,1690,2,2023-02-26,negotiation,5968281.8,1031084.93,106804.6,141210.51,,18.82,60,
3918,1690,3,2023-03-16,approval,5884100.61,1015827.74,106537.96,139684.79,,20.02,60,commercial review in progress
3919,1690,4,2023-04-03,final,5750802.6,991668.5,106115.75,137268.87,,21.92,60,
3920,1691,1,2024-12-19,initial,5245298.76,1449194.04,88082.67,269877.99,,13.04,36,
3921,1691,2,2025-01-02,negotiation,5262942.72,1454343.7,88138.56,270591.02,,12.73,36,
3922,1691,3,2025-01-15,approval,5094080.34,1405058.64,87603.6,263766.94,,15.68,36,
3923,1691,4,2025-01-29,final,4981819.38,1372293.57,87247.95,259230.24,,17.65,36,
3924,1692,1,2025-09-21,initial,1104840.67,899990.75,86060.1,118789.82,,6.22,12,commercial review in progress
3925,1692,2,2025-10-05,negotiation,1096647.92,892663.77,85927.03,118057.12,,6.98,12,
3926,1692,3,2025-10-19,approval,1058360.2,858422.08,85305.17,114632.95,,10.55,12,
3927,1692,4,2025-11-02,final,1040678.92,842609.25,85018.0,113051.67,,12.2,12,
3928,1693,1,2023-05-29,initial,5597757.7,1092478.86,376648.82,212798.36,,26.25,48,commercial review in progress
3929,1695,1,2023-03-29,initial,5812990.82,963112.11,96975.47,180090.96,,14.4,60,
3930,1695,2,2023-04-26,negotiation,5654306.02,935321.7,96482.22,176243.06,,16.87,60,
3931,1695,3,2023-05-25,approval,5508551.66,909795.8,96029.16,172708.7,,19.14,60,
3932,1696,1,2022-11-16,initial,10957387.39,2058889.78,425885.21,390450.05,0.00886,18.84,48,
3933,1696,2,2022-12-21,negotiation,10806764.69,2027690.51,424796.62,386130.15,0.00877,20.07,48,commercial review in progress
3934,1696,3,2023-01-25,approval,10587016.01,,423201.31,379799.44,0.00865,21.87,48,
3935,1697,1,2025-04-25,initial,2264263.68,1582593.2,369861.4,,,29.07,,
3936,1699,1,2023-04-09,initial,888682.12,155087.96,,21472.95,0.01004,21.99,48,
3937,1700,1,2025-01-27,initial,1389133.78,908922.58,,125447.67,0.00973,21.09,,
3938,1701,1,2023-05-04,initial,60554.45,33314.19,,2712.85,0.0114,7.2,12,
3939,1702,1,2024-08-03,initial,54662.74,,7837.15,5442.84,,4.84,12,
3940,1702,2,2024-09-24,negotiation,53696.68,40532.65,,5357.82,,6.79,12,
3941,1703,1,2025-08-10,initial,114283.45,29375.31,4530.93,3831.66,0.01214,1.44,36,
3942,1703,2,2025-09-12,negotiation,110889.08,28421.29,4501.84,3736.25,0.01188,4.64,36,commercial review in progress
3943,1703,3,2025-10-15,approval,109231.91,27956.29,4487.66,3689.75,0.01175,6.2,36,
3944,1704,1,2024-07-03,initial,108181.88,92252.23,3936.86,11992.79,,0.0,12,
3945,1704,2,2024-07-25,negotiation,104509.75,88939.63,3908.59,11661.53,,3.59,12,commercial review in progress
3946,1704,3,2024-08-16,approval,102724.65,87329.31,3894.84,11500.5,,5.34,12,
3947,1704,4,2024-09-08,final,100788.13,85582.39,3879.93,11325.81,,7.23,12,
3948,1705,1,2024-09-26,initial,163541.94,55322.31,3001.75,7395.62,0.01073,10.93,24,commercial review in progress
3949,1705,2,2024-10-20,negotiation,163350.18,55250.34,3001.04,7388.42,0.01072,11.05,24,
3950,1705,3,2024-11-13,approval,158688.69,53466.66,2983.41,7210.05,0.0105,13.92,24,
3951,1706,1,2023-03-26,initial,58112.83,46396.68,2667.47,6117.73,0.01071,5.83,12,
3952,1706,2,2023-04-17,negotiation,56972.84,45407.49,2656.64,6018.81,0.01056,7.84,12,commercial review in progress
3953,1706,3,2023-05-10,approval,55693.14,44297.47,2644.48,5907.81,0.01039,10.09,12,
3954,1707,1,2023-05-03,initial,10006393.36,,,369541.09,0.00876,27.91,,
3955,1708,1,2023-12-25,initial,3646281.26,859330.82,92881.52,164150.48,0.00925,20.97,36,
3956,1708,2,2023-12-31,negotiation,3589370.04,844274.95,92613.04,162065.82,0.00915,22.35,36,
3957,1708,3,2024-01-07,approval,3507911.49,822677.43,92227.91,159075.4,0.00901,24.34,36,
3958,1709,1,2024-03-12,initial,3037775.49,1162404.89,108136.14,153856.54,0.01034,7.29,24,
3959,1709,2,2024-03-22,negotiation,2976227.47,1136593.06,107684.34,151275.36,0.01019,9.35,24,
3960,1709,3,2024-04-01,approval,2883645.85,1097693.47,107003.45,147385.4,0.00997,12.46,24,
3961,1709,4,2024-04-12,final,2804933.94,1064659.79,106425.23,144082.03,0.00978,15.09,24,
3962,1710,1,2024-06-06,initial,7371725.08,1242056.28,287626.28,174763.48,,26.3,60,commercial review in progress
3963,1710,2,2024-07-10,negotiation,7362323.3,1240357.99,287565.1,,,26.4,60,commercial review in progress
3964,1710,3,2024-08-13,approval,7166370.4,1204962.07,286289.8,,,28.5,60,
3965,1711,1,2024-05-20,initial,3776729.32,1391659.28,,190778.95,,19.11,24,
3966,1712,1,2023-12-03,initial,111961.1,86411.65,9733.13,15816.32,,6.81,12,commercial review in progress
3967,1712,2,2023-12-18,negotiation,107606.85,82657.16,9653.22,15296.47,,10.86,12,commercial review in progress
3968,1712,3,2024-01-02,approval,106480.46,81685.92,9632.55,15161.99,,11.9,12,
3969,1712,4,2024-01-17,final,103936.87,79492.69,9585.87,14858.31,,14.27,12,
3970,1713,1,2024-02-02,initial,93517.94,76111.41,7456.19,9950.34,,2.39,12,
3971,1713,2,2024-02-27,negotiation,90584.5,73490.44,7405.82,9688.24,,5.75,12,
3972,1713,3,2024-03-23,approval,88312.92,71460.82,7366.82,9485.28,,8.35,12,
3973,1713,4,2024-04-18,final,86665.44,69988.83,7338.53,9338.08,,10.24,12,
3974,1714,1,2024-09-12,initial,40961.47,28360.77,6555.65,3689.08,0.01158,0.26,12,commercial review in progress
3975,1714,2,2024-10-01,negotiation,39231.87,26920.92,6489.23,3545.09,0.01119,5.32,12,
3976,1714,3,2024-10-20,approval,38877.77,26626.17,6475.63,3515.62,0.01111,6.36,12,
3977,1714,4,2024-11-09,final,37896.3,25808.9,6437.92,3433.89,0.01089,9.23,12,
3978,1715,1,2025-01-07,initial,59617.71,34182.85,,2816.15,,11.44,,
3979,1715,2,2025-04-10,negotiation,59059.36,33715.89,21614.73,2787.41,,12.65,12,commercial review in progress
3980,1716,1,2023-08-31,initial,473745.23,127232.67,77005.95,,0.00859,20.14,24,
3981,1716,2,2023-10-14,negotiation,469821.23,125852.78,,17365.1,,21.01,24,
3982,1717,1,2024-02-07,initial,1342116.98,531733.68,189474.38,44587.62,,17.27,,
3983,1717,2,2024-04-22,negotiation,1325802.56,524264.21,189018.22,44127.96,,18.43,24,
3984,1718,1,2025-05-18,initial,766655.12,476022.62,170550.73,64308.72,,14.52,,commercial review in progress
3985,1719,1,2023-11-12,initial,,29298.48,4621.68,3909.67,0.01039,10.29,36,commercial review in progress
3986,1719,2,2023-12-08,negotiation,110344.91,29361.86,4623.51,3916.01,0.01041,10.1,36,
3987,1719,3,2024-01-03,approval,108003.84,28685.79,4603.97,3848.4,0.01025,12.17,36,
3988,1720,1,2023-01-18,initial,148678.28,,,2064.27,0.00986,22.18,,
3989,1721,1,2024-07-03,initial,215380.4,,,4853.99,,15.5,36,commercial review in progress
3990,1721,2,2024-09-07,negotiation,213992.8,,26150.98,,,16.11,36,
3991,1721,3,2024-11-12,approval,211731.73,57093.19,26096.62,4785.18,,17.12,36,commercial review in progress
3992,1723,1,2024-09-28,initial,102311.19,73041.46,19461.89,,,12.48,,
3993,1723,2,2024-10-19,negotiation,100886.91,71800.61,19402.54,9683.76,,13.97,,commercial review in progress
3994,1723,3,2024-11-09,approval,99676.68,70746.25,19352.11,9578.32,,15.23,,
3995,1724,1,2024-02-14,initial,37408.0,32582.97,2218.39,2606.64,,0.0,12,
3996,1724,2,2024-03-02,negotiation,37408.0,32582.97,2218.39,2606.64,,0.0,12,
3997,1724,3,2024-03-18,approval,36335.59,31585.52,2204.81,2545.26,,3.06,12,
3998,1724,4,2024-04-04,final,35782.52,31071.12,2197.8,2513.6,,4.64,12,
3999,1725,1,2025-09-16,initial,44901.75,37272.27,2391.39,3024.06,0.00991,5.79,12,
4000,1725,2,2025-10-03,negotiation,44943.95,37309.48,2391.85,3026.35,0.00992,5.69,12,
4001,1725,3,2025-10-20,approval,43777.76,36260.87,2379.02,2961.82,0.00974,8.35,12,
4002,1725,4,2025-11-07,final,43026.67,35586.35,2370.77,2920.31,0.00962,10.05,12,
4003,1726,1,2025-10-07,initial,527891.15,225396.7,17357.29,29870.23,,7.76,24,commercial review in progress
4004,1726,2,2025-10-25,negotiation,510766.39,217663.44,17245.69,29096.91,,10.92,24,
4005,1726,3,2025-11-13,approval,496006.27,210998.02,17149.51,28430.36,,13.65,24,
4006,1727,1,2025-05-05,initial,1546884.77,,,,,22.89,48,commercial review in progress
4007,1727,2,2025-06-24,negotiation,1522418.58,313910.08,91505.58,,,24.22,48,
4008,1728,1,2023-04-05,initial,2177889.99,790777.48,179324.79,108026.48,,18.05,24,
4009,1728,2,2023-05-17,negotiation,2117564.51,765630.24,178355.13,,0.00928,20.66,24,
4010,1728,3,2023-06-28,approval,2088147.61,753342.39,177881.32,104282.97,0.00919,21.93,24,
4011,1729,1,2025-04-01,initial,1886241.0,703441.29,160240.85,95539.02,0.01011,16.24,,commercial review in progress
4012,1730,1,2025-07-08,initial,1327923.48,913702.0,,172803.33,0.01035,18.01,12,
4013,1731,1,2023-01-16,initial,247170.35,62815.03,,8540.5,,16.58,36,
4014,1732,1,2025-04-17,initial,232789.91,98472.15,10189.19,12828.21,,0.9,24,
4015,1732,2,2025-04-23,negotiation,228337.29,96466.96,10147.99,12627.69,,2.92,24,
4016,1732,3,2025-04-30,approval,222521.8,93848.01,10094.18,12365.8,,5.55,24,
4017,1732,4,2025-05-07,final,218447.81,92013.33,10056.49,12182.33,,7.4,24,
4018,1733,1,2023-05-15,initial,315257.68,78750.54,9511.86,10601.14,0.00951,13.34,36,commercial review in progress
4019,1733,2,2023-05-23,negotiation,307506.32,76607.77,9465.77,10386.86,0.00935,15.69,36,
4020,1733,3,2023-05-31,approval,298246.53,74058.59,9410.94,10131.94,0.00915,18.5,36,
4021,1735,1,2025-10-08,initial,37407.35,30343.04,4614.84,2449.47,,3.78,12,
4022,1735,2,2025-10-20,negotiation,37067.79,30031.8,4605.67,2430.32,,4.77,12,
4023,1735,3,2025-11-01,approval,36063.4,29111.21,4578.52,2373.67,,7.69,12,commercial review in progress
4024,1735,4,2025-11-13,final,35048.58,28181.06,4551.09,2316.43,,10.64,12,
4025,1736,1,2024-07-15,initial,7609011.79,1324791.75,83750.94,180260.42,,16.82,60,
4026,1736,2,2024-08-13,negotiation,7527484.14,1309997.81,83589.94,178781.03,,17.75,60,commercial review in progress
4027,1736,3,2024-09-11,approval,7283503.03,1265725.21,83108.13,174353.77,,20.53,60,
4028,1737,1,2023-04-28,initial,5994978.9,,,,,27.01,,
4029,1738,1,2024-07-21,initial,4246499.34,1726107.77,157281.18,318501.31,,9.81,24,commercial review in progress
4030,1738,2,2024-08-04,negotiation,4198355.14,1705117.9,156929.3,315595.02,,10.91,24,
4031,1738,3,2024-08-17,approval,4027116.46,1630461.4,155677.72,305257.97,,14.81,24,
4032,1738,4,2024-08-31,final,3940672.93,1592773.82,155045.91,300039.69,,16.78,24,
4033,1739,1,2024-02-19,initial,2188308.73,832962.68,,161491.98,,25.04,,
4034,1739,2,2024-04-16,negotiation,2153101.32,817752.35,,159385.93,,26.41,24,commercial review in progress
4035,1740,1,2023-06-07,initial,2352561.51,950306.08,96150.11,177899.62,,14.78,24,
4036,1740,2,2023-06-28,negotiation,2296545.82,925895.11,95716.32,174519.64,,16.97,24,commercial review in progress
4037,1740,3,2023-07-19,approval,2233501.69,898421.24,95228.09,170715.56,,19.43,24,
4038,1741,1,2024-03-19,initial,285761.31,48259.25,16435.3,3979.75,0.01018,11.78,48,commercial review in progress
4039,1741,2,2024-04-09,negotiation,274790.13,46111.6,16303.14,3847.59,0.00989,15.71,48,commercial review in progress
4040,1741,3,2024-04-30,approval,265500.13,44285.39,16190.76,3735.21,0.00965,19.05,48,commercial review in progress
4041,1741,4,2024-05-22,final,261037.44,43414.61,16137.18,3681.62,0.00953,20.64,48,
4042,1742,1,2023-07-28,initial,103697.33,,,5982.35,0.00929,13.27,,commercial review in progress
4043,1743,1,2024-10-21,initial,,116767.64,,9753.96,,16.06,60,
4044,1743,2,2024-12-19,negotiation,660038.12,114977.68,36930.67,9643.81,,17.35,60,
4045,1744,1,2024-10-07,initial,143401.38,90833.13,31342.17,12061.69,0.00922,8.51,12,
4046,1744,2,2024-11-12,negotiation,142686.26,90253.03,31304.91,12003.68,0.00918,9.09,12,
4047,1744,3,2024-12-18,approval,138215.03,86617.45,31071.38,11640.12,0.00894,12.75,12,
4048,1744,4,2025-01-24,final,136420.85,85161.73,30977.88,11494.55,0.00884,14.22,12,
4049,1745,1,2022-12-30,initial,2070110.46,1313391.2,408393.7,247796.77,0.00846,17.27,12,commercial review in progress
4050,1745,2,2023-02-05,negotiation,2031736.64,1282388.23,406741.51,243504.05,,19.22,12,commercial review in progress
4051,1746,1,2024-09-17,initial,771394.62,596789.45,63864.54,110740.63,,11.81,12,commercial review in progress
4052,1746,2,2024-10-15,negotiation,746656.23,575422.62,63451.47,107782.14,,14.96,12,
4053,1746,3,2024-11-13,approval,725768.01,557381.22,63102.69,105284.1,,17.63,12,
4054,1747,1,2025-09-11,initial,3376869.55,641706.37,,88909.74,0.00766,22.18,,
4055,1747,2,2025-11-29,negotiation,3321399.78,629857.48,228579.32,87724.85,,23.62,48,
4056,1748,1,2024-07-06,initial,1517391.06,913108.77,324299.85,178516.59,0.00809,27.18,,
4057,1749,1,2023-12-24,initial,61384.82,25434.61,6373.38,2071.11,,7.18,24,
4058,1749,2,2024-02-09,negotiation,60766.42,25149.66,6359.94,2053.58,,8.22,24,
4059,1749,3,2024-03-28,approval,59026.05,24347.75,6322.09,2004.23,,11.15,24,
4060,1750,1,2023-09-18,initial,22572.07,15860.13,5436.09,1275.85,,2.35,12,commercial review in progress
4061,1750,2,2023-10-03,negotiation,22618.18,15900.98,5438.84,1278.36,,2.1,12,
